"surveywave","state_id","school_id","n_tea_id","teacher_id","treatment","n_school_wt","n_ht_int_wt","n_panel_int_wt","n_panel_mot_wt","strata","fpc_school","n_school_int","n_ht_int","n_panel_int","n_panel_mot","n_panel_teaching","outcome_sch","HTC1","HTC2","HTC3","A03","A04","A04A","A05","C01","C02","C03","C16A","C16B","C04","C06","C07","C08","C09","C10","C11","C12","C13","C14","C15","C16","C17","C17B","C18","D01","D03","D04","D05","D06","D07_1","D07_2","D07_3","D07_4","D07_5","D07_6","D07_7","D07_8","D07_9","D07_10","D07_11","D07_12","D07_96","D07_98","D07_96_other","D08","D09","D10","D11_1","D11_2","D11_3","D11_4","D11_5","D11_6","D11_7","D11_8","D11_9","D11_10","D11_11","D11_12","D11_13","D11_14","D11_96","D11_97","D11_96_other","D12","D13_1","D13_2","D13_3","D13_4","D13_5","D13_6","D13_7","D13_8","D13_9","D13_10","D13_11","D13_12","D13_13","D13_14","D13_96","D13_97","D13_96_other","D201","D202_1","D202_2","D202_3","D202_4","D202_5","D202_6","D203_1","D203_2","D203_3","D203_4","D203_5","D203_6","D203_7","D203_8","D203_9","D203_10","D203_11","D203_12","D203_96","D203_96_other","E01","E02_1","E02_2","E02_3","E02_4","E02_5","E02_6","E02_7","E02_8","E02_9","E02_10","E02_11","E02_12","E02_13","E02_98","E02_97","E02_12_other","E02_13_other","E03A_1","E04_1","E03B_1","E06_1","E03C_1","E08_1","E09_1_1","E09_2_1","E09_3_1","E09_4_1","E09_5_1","E09_6_1","E09_7_1","E09_8_1","E09_9_1","E09_10_1","E09_11_1","E09_12_1","E09_96_1","E09_98_1","E09_96_other_1","E10_1","E11_1_1","E11_2_1","E11_3_1","E11_4_1","E11_5_1","E11_6_1","E11_7_1","E11_8_1","E11_9_1","E11_10_1","E11_96_1","E11_98_1","E11_96_other_1","E12_1_1","E12_2_1","E12_3_1","E12_4_1","E12_5_1","E12_96_1","E12_98_1","E12_96_other_1","E03A_2","E04_2","E03B_2","E06_2","E03C_2","E08_2","E09_1_2","E09_2_2","E09_3_2","E09_4_2","E09_5_2","E09_6_2","E09_7_2","E09_8_2","E09_9_2","E09_10_2","E09_11_2","E09_12_2","E09_96_2","E09_98_2","E09_96_other_2","E10_2","E11_1_2","E11_2_2","E11_3_2","E11_4_2","E11_5_2","E11_6_2","E11_7_2","E11_8_2","E11_9_2","E11_10_2","E11_96_2","E11_98_2","E11_96_other_2","E12_1_2","E12_2_2","E12_3_2","E12_4_2","E12_5_2","E12_96_2","E12_98_2","E12_96_other_2","E03A_3","E04_3","E03B_3","E06_3","E03C_3","E08_3","E09_1_3","E09_2_3","E09_3_3","E09_4_3","E09_5_3","E09_6_3","E09_7_3","E09_8_3","E09_9_3","E09_10_3","E09_11_3","E09_12_3","E09_96_3","E09_98_3","E09_96_other_3","E10_3","E11_1_3","E11_2_3","E11_3_3","E11_4_3","E11_5_3","E11_6_3","E11_7_3","E11_8_3","E11_9_3","E11_10_3","E11_96_3","E11_98_3","E11_96_other_3","E12_1_3","E12_2_3","E12_3_3","E12_4_3","E12_5_3","E12_96_3","E12_98_3","E12_96_other_3","E03A_4","E04_4","E03B_4","E06_4","E03C_4","E08_4","E09_1_4","E09_2_4","E09_3_4","E09_4_4","E09_5_4","E09_6_4","E09_7_4","E09_8_4","E09_9_4","E09_10_4","E09_11_4","E09_12_4","E09_96_4","E09_98_4","E09_96_other_4","E10_4","E11_1_4","E11_2_4","E11_3_4","E11_4_4","E11_5_4","E11_6_4","E11_7_4","E11_8_4","E11_9_4","E11_10_4","E11_96_4","E11_98_4","E11_96_other_4","E12_1_4","E12_2_4","E12_3_4","E12_4_4","E12_5_4","E12_96_4","E12_98_4","E12_96_other_4","E03A_5","E04_5","E03B_5","E06_5","E03C_5","E08_5","E09_1_5","E09_2_5","E09_3_5","E09_4_5","E09_5_5","E09_6_5","E09_7_5","E09_8_5","E09_9_5","E09_10_5","E09_11_5","E09_12_5","E09_96_5","E09_98_5","E09_96_other_5","E10_5","E11_1_5","E11_2_5","E11_3_5","E11_4_5","E11_5_5","E11_6_5","E11_7_5","E11_8_5","E11_9_5","E11_10_5","E11_96_5","E11_98_5","E11_96_other_5","E12_1_5","E12_2_5","E12_3_5","E12_4_5","E12_5_5","E12_96_5","E12_98_5","E12_96_other_5","E03A_6","E04_6","E03B_6","E06_6","E03C_6","E08_6","E09_1_6","E09_2_6","E09_3_6","E09_4_6","E09_5_6","E09_6_6","E09_7_6","E09_8_6","E09_9_6","E09_10_6","E09_11_6","E09_12_6","E09_96_6","E09_98_6","E09_96_other_6","E10_6","E11_1_6","E11_2_6","E11_3_6","E11_4_6","E11_5_6","E11_6_6","E11_7_6","E11_8_6","E11_9_6","E11_10_6","E11_96_6","E11_98_6","E11_96_other_6","E12_1_6","E12_2_6","E12_3_6","E12_4_6","E12_5_6","E12_96_6","E12_98_6","E12_96_other_6","E03A_7","E04_7","E03B_7","E06_7","E03C_7","E08_7","E09_1_7","E09_2_7","E09_3_7","E09_4_7","E09_5_7","E09_6_7","E09_7_7","E09_8_7","E09_9_7","E09_10_7","E09_11_7","E09_12_7","E09_96_7","E09_98_7","E09_96_other_7","E10_7","E11_1_7","E11_2_7","E11_3_7","E11_4_7","E11_5_7","E11_6_7","E11_7_7","E11_8_7","E11_9_7","E11_10_7","E11_96_7","E11_98_7","E11_96_other_7","E12_1_7","E12_2_7","E12_3_7","E12_4_7","E12_5_7","E12_96_7","E12_98_7","E12_96_other_7","E03A_8","E04_8","E03B_8","E06_8","E03C_8","E08_8","E09_1_8","E09_2_8","E09_3_8","E09_4_8","E09_5_8","E09_6_8","E09_7_8","E09_8_8","E09_9_8","E09_10_8","E09_11_8","E09_12_8","E09_96_8","E09_98_8","E09_96_other_8","E10_8","E11_1_8","E11_2_8","E11_3_8","E11_4_8","E11_5_8","E11_6_8","E11_7_8","E11_8_8","E11_9_8","E11_10_8","E11_96_8","E11_98_8","E11_96_other_8","E12_1_8","E12_2_8","E12_3_8","E12_4_8","E12_5_8","E12_96_8","E12_98_8","E12_96_other_8","E03A_9","E04_9","E03B_9","E06_9","E03C_9","E08_9","E09_1_9","E09_2_9","E09_3_9","E09_4_9","E09_5_9","E09_6_9","E09_7_9","E09_8_9","E09_9_9","E09_10_9","E09_11_9","E09_12_9","E09_96_9","E09_98_9","E09_96_other_9","E10_9","E11_1_9","E11_2_9","E11_3_9","E11_4_9","E11_5_9","E11_6_9","E11_7_9","E11_8_9","E11_9_9","E11_10_9","E11_96_9","E11_98_9","E11_96_other_9","E12_1_9","E12_2_9","E12_3_9","E12_4_9","E12_5_9","E12_96_9","E12_98_9","E12_96_other_9","E03A_10","E04_10","E03B_10","E06_10","E03C_10","E08_10","E09_1_10","E09_2_10","E09_3_10","E09_4_10","E09_5_10","E09_6_10","E09_7_10","E09_8_10","E09_9_10","E09_10_10","E09_11_10","E09_12_10","E09_96_10","E09_98_10","E09_96_other_10","E10_10","E11_1_10","E11_2_10","E11_3_10","E11_4_10","E11_5_10","E11_6_10","E11_7_10","E11_8_10","E11_9_10","E11_10_10","E11_96_10","E11_98_10","E11_96_other_10","E12_1_10","E12_2_10","E12_3_10","E12_4_10","E12_5_10","E12_96_10","E12_98_10","E12_96_other_10","E03A_11","E04_11","E03B_11","E06_11","E03C_11","E08_11","E09_1_11","E09_2_11","E09_3_11","E09_4_11","E09_5_11","E09_6_11","E09_7_11","E09_8_11","E09_9_11","E09_10_11","E09_11_11","E09_12_11","E09_96_11","E09_98_11","E09_96_other_11","E10_11","E11_1_11","E11_2_11","E11_3_11","E11_4_11","E11_5_11","E11_6_11","E11_7_11","E11_8_11","E11_9_11","E11_10_11","E11_96_11","E11_98_11","E11_96_other_11","E12_1_11","E12_2_11","E12_3_11","E12_4_11","E12_5_11","E12_96_11","E12_98_11","E12_96_other_11","E03A_12","E04_12","E03B_12","E06_12","E03C_12","E08_12","E09_1_12","E09_2_12","E09_3_12","E09_4_12","E09_5_12","E09_6_12","E09_7_12","E09_8_12","E09_9_12","E09_10_12","E09_11_12","E09_12_12","E09_96_12","E09_98_12","E09_96_other_12","E10_12","E11_1_12","E11_2_12","E11_3_12","E11_4_12","E11_5_12","E11_6_12","E11_7_12","E11_8_12","E11_9_12","E11_10_12","E11_96_12","E11_98_12","E11_96_other_12","E12_1_12","E12_2_12","E12_3_12","E12_4_12","E12_5_12","E12_96_12","E12_98_12","E12_96_other_12","E03A_13","E04_13","E03B_13","E06_13","E03C_13","E08_13","E09_1_13","E09_2_13","E09_3_13","E09_4_13","E09_5_13","E09_6_13","E09_7_13","E09_8_13","E09_9_13","E09_10_13","E09_11_13","E09_12_13","E09_96_13","E09_98_13","E09_96_other_13","E10_13","E11_1_13","E11_2_13","E11_3_13","E11_4_13","E11_5_13","E11_6_13","E11_7_13","E11_8_13","E11_9_13","E11_10_13","E11_96_13","E11_98_13","E11_96_other_13","E12_1_13","E12_2_13","E12_3_13","E12_4_13","E12_5_13","E12_96_13","E12_98_13","E12_96_other_13","E13","E14_1","E14_2","E14_3","E14_4","E14_5","E14_6","E14_7","E14_8","E14_9","E14_10","E14_11","E14_12","E14_13","E14_96","E14_98","E14_96_other","E15_1","E15_2","E15_3","E15_4","E15_5","E15_6","E15_7","E15_96","E15_98","E15_96_other","F01","F02_1","F02_2","F02_3","F02_4","F02_5","F02_6","F02_7","F02_8","F02_9","F02_10","F02_98","F02_97","F02_9_other","F03A_1","F04_1","F03B_1","F06_1","F03C_1","F08_1","F09_1_1","F09_2_1","F09_3_1","F09_4_1","F09_5_1","F09_6_1","F09_7_1","F09_8_1","F09_9_1","F09_10_1","F09_96_1","F09_98_1","F09_96_other_1","F10A_1","F10B_1_1","F10B_2_1","F10B_3_1","F10B_4_1","F10B_5_1","F10B_6_1","F10B_7_1","F10B_8_1","F10B_9_1","F10B_10_1","F10B_96_1","F10B_98_1","F10B_96_other_1","F10C_1_1","F10C_2_1","F10C_3_1","F10C_4_1","F10C_5_1","F10C_96_1","F10C_98_1","F10C_96_other_1","F03A_2","F04_2","F03B_2","F06_2","F03C_2","F08_2","F09_1_2","F09_2_2","F09_3_2","F09_4_2","F09_5_2","F09_6_2","F09_7_2","F09_8_2","F09_9_2","F09_10_2","F09_96_2","F09_98_2","F09_96_other_2","F10A_2","F10B_1_2","F10B_2_2","F10B_3_2","F10B_4_2","F10B_5_2","F10B_6_2","F10B_7_2","F10B_8_2","F10B_9_2","F10B_10_2","F10B_96_2","F10B_98_2","F10B_96_other_2","F10C_1_2","F10C_2_2","F10C_3_2","F10C_4_2","F10C_5_2","F10C_96_2","F10C_98_2","F10C_96_other_2","F03A_3","F04_3","F03B_3","F06_3","F03C_3","F08_3","F09_1_3","F09_2_3","F09_3_3","F09_4_3","F09_5_3","F09_6_3","F09_7_3","F09_8_3","F09_9_3","F09_10_3","F09_96_3","F09_98_3","F09_96_other_3","F10A_3","F10B_1_3","F10B_2_3","F10B_3_3","F10B_4_3","F10B_5_3","F10B_6_3","F10B_7_3","F10B_8_3","F10B_9_3","F10B_10_3","F10B_96_3","F10B_98_3","F10B_96_other_3","F10C_1_3","F10C_2_3","F10C_3_3","F10C_4_3","F10C_5_3","F10C_96_3","F10C_98_3","F10C_96_other_3","F03A_4","F04_4","F03B_4","F06_4","F03C_4","F08_4","F09_1_4","F09_2_4","F09_3_4","F09_4_4","F09_5_4","F09_6_4","F09_7_4","F09_8_4","F09_9_4","F09_10_4","F09_96_4","F09_98_4","F09_96_other_4","F10A_4","F10B_1_4","F10B_2_4","F10B_3_4","F10B_4_4","F10B_5_4","F10B_6_4","F10B_7_4","F10B_8_4","F10B_9_4","F10B_10_4","F10B_96_4","F10B_98_4","F10B_96_other_4","F10C_1_4","F10C_2_4","F10C_3_4","F10C_4_4","F10C_5_4","F10C_96_4","F10C_98_4","F10C_96_other_4","F03A_5","F04_5","F03B_5","F06_5","F03C_5","F08_5","F09_1_5","F09_2_5","F09_3_5","F09_4_5","F09_5_5","F09_6_5","F09_7_5","F09_8_5","F09_9_5","F09_10_5","F09_96_5","F09_98_5","F09_96_other_5","F10A_5","F10B_1_5","F10B_2_5","F10B_3_5","F10B_4_5","F10B_5_5","F10B_6_5","F10B_7_5","F10B_8_5","F10B_9_5","F10B_10_5","F10B_96_5","F10B_98_5","F10B_96_other_5","F10C_1_5","F10C_2_5","F10C_3_5","F10C_4_5","F10C_5_5","F10C_96_5","F10C_98_5","F10C_96_other_5","F03A_6","F04_6","F03B_6","F06_6","F03C_6","F08_6","F09_1_6","F09_2_6","F09_3_6","F09_4_6","F09_5_6","F09_6_6","F09_7_6","F09_8_6","F09_9_6","F09_10_6","F09_96_6","F09_98_6","F09_96_other_6","F10A_6","F10B_1_6","F10B_2_6","F10B_3_6","F10B_4_6","F10B_5_6","F10B_6_6","F10B_7_6","F10B_8_6","F10B_9_6","F10B_10_6","F10B_96_6","F10B_98_6","F10B_96_other_6","F10C_1_6","F10C_2_6","F10C_3_6","F10C_4_6","F10C_5_6","F10C_96_6","F10C_98_6","F10C_96_other_6","F03A_7","F04_7","F03B_7","F06_7","F03C_7","F08_7","F09_1_7","F09_2_7","F09_3_7","F09_4_7","F09_5_7","F09_6_7","F09_7_7","F09_8_7","F09_9_7","F09_10_7","F09_96_7","F09_98_7","F09_96_other_7","F10A_7","F10B_1_7","F10B_2_7","F10B_3_7","F10B_4_7","F10B_5_7","F10B_6_7","F10B_7_7","F10B_8_7","F10B_9_7","F10B_10_7","F10B_96_7","F10B_98_7","F10B_96_other_7","F10C_1_7","F10C_2_7","F10C_3_7","F10C_4_7","F10C_5_7","F10C_96_7","F10C_98_7","F10C_96_other_7","F03A_8","F04_8","F03B_8","F06_8","F03C_8","F08_8","F09_1_8","F09_2_8","F09_3_8","F09_4_8","F09_5_8","F09_6_8","F09_7_8","F09_8_8","F09_9_8","F09_10_8","F09_96_8","F09_98_8","F09_96_other_8","F10A_8","F10B_1_8","F10B_2_8","F10B_3_8","F10B_4_8","F10B_5_8","F10B_6_8","F10B_7_8","F10B_8_8","F10B_9_8","F10B_10_8","F10B_96_8","F10B_98_8","F10B_96_other_8","F10C_1_8","F10C_2_8","F10C_3_8","F10C_4_8","F10C_5_8","F10C_96_8","F10C_98_8","F10C_96_other_8","F03A_9","F04_9","F03B_9","F06_9","F03C_9","F08_9","F09_1_9","F09_2_9","F09_3_9","F09_4_9","F09_5_9","F09_6_9","F09_7_9","F09_8_9","F09_9_9","F09_10_9","F09_96_9","F09_98_9","F09_96_other_9","F10A_9","F10B_1_9","F10B_2_9","F10B_3_9","F10B_4_9","F10B_5_9","F10B_6_9","F10B_7_9","F10B_8_9","F10B_9_9","F10B_10_9","F10B_96_9","F10B_98_9","F10B_96_other_9","F10C_1_9","F10C_2_9","F10C_3_9","F10C_4_9","F10C_5_9","F10C_96_9","F10C_98_9","F10C_96_other_9","F11","F12_1","F12_2","F12_3","F12_4","F12_5","F12_6","F12_7","F12_96","F12_98","F12_96_other","F13_1","F13_2","F13_3","F13_4","F13_5","F13_6","F13_7","F13_96","F13_98","F13_96_other","G01","G02","G03","G04_1","G04_2","G04_3","G04_4","G04_98","G05_1","G05_2","G05_3","G05_96","G05_97","G05_96_other","G06","G07","G08_1","G08_2","G08_3","G08_98","G09_1","G09_2","G09_3","G09_96","G09_97","G09_96_other","G10","G11","G12","G13","G14_1","G14_2","G14_3","G14_98","G15","G16","G17","G18_1","G18_2","G18_3","G18_4","G18_96","G18_97","G18_96_other","G19","G20","G21","G21_other","G22","G23","G23_other","G26","G27","G28","G29","G30","G31_1","G31_2","G31_3","G31_4","G31_5","G31_6","G31_96","G31_98","G31_96_other","G32","H01_1","H01_2","H01_3","H01_4","H01_5","H01_6","H01_7","H01_8","H01_9","H01_10","H01_11","H01_12","H01_13","H01_14","H01_15","H01_16","H01_17","H01_18","H01_19","H01_96","H01_98","H01_96_other","H02","H03_1","H03_2","H03_3","H03_4","H03_5","H03_6","H03_7","H03_8","H03_9","H03_10","H03_11","H03_12","H03_96","H03_98","H03_96_other","H04","H05","H06_1","H06_2","H06_3","H06_4","H06_5","H06_6","H06_7","H06_8","H06_9","H06_10","H06_11","H06_96","H06_98","H06_96_other","H07_1","H07_2","H07_3","H07_4","H07_5","H07_6","H07_7","H07_8","H07_9","H07_10","H07_11","H07_12","H07_13","H07_14","H07_15","H07_16","H07_17","H07_18","H07_19","H07_96","H07_98","H07_96_other","H08","H09_1","H09_2","H09_3","H09_4","H09_5","H09_6","H09_7","H09_8","H09_9","H09_10","H09_11","H09_96","H09_98","H09_96_other","H10","JO01","JO02_1","JO02_2","JO02_3","JO02_4","JO02_5","JO02_96","JO02_98","JO02_96_other","J01","J02","J03","J04","J05","J06","J07","J08","J09","J10","J11","J12","J13","J14","J15","J16","J17","J18","J19","J20","J21","J22","J23","J24","J25","K02","K02A","K03","K05","K06B","K06A","K06AA","K07","K08A","K08B","K08B_other","L01","L02","L03_1","L03_2","L03_3","L03_4","L03_5","L03_6","L03_7","L03_8","L03_9","L03_10","L03_11","L03_12","L03_96","L03_98","L03_96_other","M01","M02_1","M02_2","M02_3","M02_4","M02_5","M02_6","M02_7","M02_8","M02_9","M02_96","M02_96_other","M03","M04","M05","M06","M07","M08","M09","M10","M11","M12","M13_1","M13_2","M13_3","M13_4","M13_96","M13_98","M13_96_other","M14_1","M14_2","M14_3","M14_4","M14_96","M14_98","M14_96_other","M15","M16","M16_other","M17","M18","N01","N02","N03","N04","N05","CA_A01","CA_A02","CA_A03","CA_A04","CA_A05","CA_A06","CA_C01","CA_C02","CA_E01","CA_E02_1","CA_E02_2","CA_E02_3","CA_E02_4","CA_E02_5","CA_E02_6","CA_E03_1","CA_E03_2","CA_E03_3","CA_E03_4","CA_E03_5","CA_E03_6","CA_E04","CA_E05_1","CA_E05_2","CA_E05_3","CA_E05_4","CA_E05_5","CA_E05_6","CA_E06_1","CA_E06_2","CA_E06_3","CA_E06_4","CA_E06_5","CA_E06_6"
2,1,1,11,1,1,1.01434421539307,1.011270403862,,,111,0.333333343267441,1,1,0,0,0,1,1,1,1,1,2,,,1,1330,,24,29,1,1103,24,1102,28,1101,28,1031,28,1030,28,1,35,,1,1,1967,1992,2016,2016,2,2,1,2,1,2,2,2,2,2,1,2,2,2,,1,1,1,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,,1,13,2,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,,2,2,2,2,2,2,2,1,2,"the training allowance is not given on time",1,1,2,2,1,2,2,2,2,2,2,2,2,,2,,2,,1,8,1,1,1,2,2,2,2,1,1,1,2,2,,1,2,2,2,2,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,6,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,2,2,,2,2,2,2,2,2,1,2,2,,1,1,1,1,1,1,1,2,2,1,2,2,2,,1,1,1,1,1,2,2,1,2,2,2,,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,,1,1,,,1,,,1,1,1,1,5,1,1,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,2,,,,,,,,,,,,,,,,1,6,2,2,2,2,2,2,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,2,,,,,,,,,,,,,,,3,2,2,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,3,1,3,2,,,,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,,1,2,2,2,2,2,2,2,1,1,2,,2,,1,1,18,18,12,12,1,2,1,2,2,2,2,2,,1,1,2,2,2,2,,1,,,1,2,1,1,1,1,1,3,3,3,3,3,3,925,1000,2,,,,,,,,,,,,,2,,,,,,,,,,,,
2,1,4,41,1,1,1.01434421539307,1.011270403862,,,111,0.333333343267441,1,1,0,0,0,1,1,1,1,1,1,,,1,301,,6,8,1,1103,8,1102,8,1101,8,1031,8,1030,8,1,10,,0,1,1968,1986,2014,2014,2,1,1,2,1,2,2,2,2,2,2,2,2,2,,1,1,1,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,,,1,6,1,6,1,6,1,2,2,2,2,1,2,1,2,2,2,2,2,2,,1,2,2,2,1,1,2,2,2,2,2,2,2,,1,2,2,2,1,2,2,,2,,2,,1,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,,1,2,2,2,1,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,2,,1,2,2,2,2,2,2,2,2,1,1,2,2,2,,1,2,2,2,1,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,,1,3,1,2,2,,2,2,2,2,2,2,2,2,1,2,1,2,2,2,,1,2,2,2,1,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,,2,,2,,1,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,,1,2,2,2,1,1,2,2,2,2,2,2,2,,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,"grouping pupils to learn by themselves",2,2,2,2,2,1,2,2,2,,1,1,2,1,2,2,2,2,2,2,2,2,2,,2,,1,3,1,3,1,1,2,2,1,2,2,2,2,2,2,2,,1,2,2,2,1,1,2,2,2,2,2,2,2,,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,3,1,3,1,1,1,1,1,2,2,2,1,2,2,2,,1,2,2,2,2,1,2,2,2,2,2,2,2,,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,,1,1,1,1,1,1,1,2,1,1,2,2,2,,1,1,1,1,2,2,1,1,2,2,2,,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,,1,1,,,1,,,1,1,1,1,3,1,1,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,,,,1,7,1,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,,,5,2,1,1,2,2,2,2,2,,3,3,2,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,3,3,2,3,3,3,1,1,1,4,1,2,1,3,2,,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,,2,,,,,,,,,,,,2,,1,2,6,6,2,2,1,2,1,2,2,2,2,2,,1,2,2,2,2,2,,1,,,1,1,2,2,2,2,1,1,1,1,1,1,1,925,1000,1,1,1,2,2,2,2,1,1,,,,,1,1,1,2,2,2,2,1,1,,,,
