"surveywave","state_id","school_id","n_tea_id","teacher_id","treatment","n_panel_int_wt","n_panel_mot_wt","n_panel_tdna_wt","strata","fpc_school","n_panel_int","n_panel_mot","n_panel_teaching","n_panel_tdna","outcome_ti","n_att_reason_ti","outcome_tdna","TC1","TC2","A01","A03","A04","A05","A06","A07_1","A07_2","A07_3","A07_4","A07_5","A07_6","A07_7","A07_8","A07_9","A07_10","A07_11","A07_96","A07_98","A07_96_other","A08","A09","A10","A11_1","A11_2","A11_3","A11_4","A11_5","A11_6","A11_7","A11_8","A11_9","A11_10","A11_11","A11_12","A11_13","A11_14","A11_15","A11_96","A11_98","A11_97","A11_96_other","A12","A13_1","A13_2","A13_3","A13_4","A13_5","A13_6","A13_7","A13_8","A13_9","A13_10","A13_11","A13_12","A13_13","A13_14","A13_15","A13_96","A13_98","A13_97","A13_96_other","B01","B02_1","B02_2","B02_3","B02_4","B02_5","B02_6","B02_7","B02_8","B02_9","B02_10","B02_11","B02_96","B02_96_2","B02_98","B02_97","B02_96_other","B02_96_2_other","B03A_1","B04_1","B03B_1","B06_1","B03C_1","B08_1","B09_1_1","B09_2_1","B09_3_1","B09_4_1","B09_5_1","B09_6_1","B09_7_1","B09_8_1","B09_9_1","B09_10_1","B09_11_1","B09_12_1","B09_96_1","B09_98_1","B09_96_other_1","B10_1","B11_1_1","B11_2_1","B11_3_1","B11_4_1","B11_5_1","B11_6_1","B11_7_1","B11_8_1","B11_9_1","B11_96_1","B11_98_1","B11_96_other_1","B12_1_1","B12_2_1","B12_3_1","B12_4_1","B12_5_1","B12_96_1","B12_98_1","B12_96_other_1","B03A_2","B04_2","B03B_2","B06_2","B03C_2","B08_2","B09_1_2","B09_2_2","B09_3_2","B09_4_2","B09_5_2","B09_6_2","B09_7_2","B09_8_2","B09_9_2","B09_10_2","B09_11_2","B09_12_2","B09_96_2","B09_98_2","B09_96_other_2","B10_2","B11_1_2","B11_2_2","B11_3_2","B11_4_2","B11_5_2","B11_6_2","B11_7_2","B11_8_2","B11_9_2","B11_96_2","B11_98_2","B11_96_other_2","B12_1_2","B12_2_2","B12_3_2","B12_4_2","B12_5_2","B12_96_2","B12_98_2","B12_96_other_2","B03A_3","B04_3","B03B_3","B06_3","B03C_3","B08_3","B09_1_3","B09_2_3","B09_3_3","B09_4_3","B09_5_3","B09_6_3","B09_7_3","B09_8_3","B09_9_3","B09_10_3","B09_11_3","B09_12_3","B09_96_3","B09_98_3","B09_96_other_3","B10_3","B11_1_3","B11_2_3","B11_3_3","B11_4_3","B11_5_3","B11_6_3","B11_7_3","B11_8_3","B11_9_3","B11_96_3","B11_98_3","B11_96_other_3","B12_1_3","B12_2_3","B12_3_3","B12_4_3","B12_5_3","B12_96_3","B12_98_3","B12_96_other_3","B03A_4","B04_4","B03B_4","B06_4","B03C_4","B08_4","B09_1_4","B09_2_4","B09_3_4","B09_4_4","B09_5_4","B09_6_4","B09_7_4","B09_8_4","B09_9_4","B09_10_4","B09_11_4","B09_12_4","B09_96_4","B09_98_4","B09_96_other_4","B10_4","B11_1_4","B11_2_4","B11_3_4","B11_4_4","B11_5_4","B11_6_4","B11_7_4","B11_8_4","B11_9_4","B11_96_4","B11_98_4","B11_96_other_4","B12_1_4","B12_2_4","B12_3_4","B12_4_4","B12_5_4","B12_96_4","B12_98_4","B12_96_other_4","B03A_5","B04_5","B03B_5","B06_5","B03C_5","B08_5","B09_1_5","B09_2_5","B09_3_5","B09_4_5","B09_5_5","B09_6_5","B09_7_5","B09_8_5","B09_9_5","B09_10_5","B09_11_5","B09_12_5","B09_96_5","B09_98_5","B09_96_other_5","B10_5","B11_1_5","B11_2_5","B11_3_5","B11_4_5","B11_5_5","B11_6_5","B11_7_5","B11_8_5","B11_9_5","B11_96_5","B11_98_5","B11_96_other_5","B12_1_5","B12_2_5","B12_3_5","B12_4_5","B12_5_5","B12_96_5","B12_98_5","B12_96_other_5","B03A_6","B04_6","B03B_6","B06_6","B03C_6","B08_6","B09_1_6","B09_2_6","B09_3_6","B09_4_6","B09_5_6","B09_6_6","B09_7_6","B09_8_6","B09_9_6","B09_10_6","B09_11_6","B09_12_6","B09_96_6","B09_98_6","B09_96_other_6","B10_6","B11_1_6","B11_2_6","B11_3_6","B11_4_6","B11_5_6","B11_6_6","B11_7_6","B11_8_6","B11_9_6","B11_96_6","B11_98_6","B11_96_other_6","B12_1_6","B12_2_6","B12_3_6","B12_4_6","B12_5_6","B12_96_6","B12_98_6","B12_96_other_6","B03A_7","B04_7","B03B_7","B06_7","B03C_7","B08_7","B09_1_7","B09_2_7","B09_3_7","B09_4_7","B09_5_7","B09_6_7","B09_7_7","B09_8_7","B09_9_7","B09_10_7","B09_11_7","B09_12_7","B09_96_7","B09_98_7","B09_96_other_7","B10_7","B11_1_7","B11_2_7","B11_3_7","B11_4_7","B11_5_7","B11_6_7","B11_7_7","B11_8_7","B11_9_7","B11_96_7","B11_98_7","B11_96_other_7","B12_1_7","B12_2_7","B12_3_7","B12_4_7","B12_5_7","B12_96_7","B12_98_7","B12_96_other_7","B03A_8","B04_8","B03B_8","B06_8","B03C_8","B08_8","B09_1_8","B09_2_8","B09_3_8","B09_4_8","B09_5_8","B09_6_8","B09_7_8","B09_8_8","B09_9_8","B09_10_8","B09_11_8","B09_12_8","B09_96_8","B09_98_8","B09_96_other_8","B10_8","B11_1_8","B11_2_8","B11_3_8","B11_4_8","B11_5_8","B11_6_8","B11_7_8","B11_8_8","B11_9_8","B11_96_8","B11_98_8","B11_96_other_8","B12_1_8","B12_2_8","B12_3_8","B12_4_8","B12_5_8","B12_96_8","B12_98_8","B12_96_other_8","B03A_9","B04_9","B03B_9","B06_9","B03C_9","B08_9","B09_1_9","B09_2_9","B09_3_9","B09_4_9","B09_5_9","B09_6_9","B09_7_9","B09_8_9","B09_9_9","B09_10_9","B09_11_9","B09_12_9","B09_96_9","B09_98_9","B09_96_other_9","B10_9","B11_1_9","B11_2_9","B11_3_9","B11_4_9","B11_5_9","B11_6_9","B11_7_9","B11_8_9","B11_9_9","B11_96_9","B11_98_9","B11_96_other_9","B12_1_9","B12_2_9","B12_3_9","B12_4_9","B12_5_9","B12_96_9","B12_98_9","B12_96_other_9","B03A_10","B04_10","B03B_10","B06_10","B03C_10","B08_10","B09_1_10","B09_2_10","B09_3_10","B09_4_10","B09_5_10","B09_6_10","B09_7_10","B09_8_10","B09_9_10","B09_10_10","B09_11_10","B09_12_10","B09_96_10","B09_98_10","B09_96_other_10","B10_10","B11_1_10","B11_2_10","B11_3_10","B11_4_10","B11_5_10","B11_6_10","B11_7_10","B11_8_10","B11_9_10","B11_96_10","B11_98_10","B11_96_other_10","B12_1_10","B12_2_10","B12_3_10","B12_4_10","B12_5_10","B12_96_10","B12_98_10","B12_96_other_10","B03A_11","B04_11","B03B_11","B06_11","B03C_11","B08_11","B09_1_11","B09_2_11","B09_3_11","B09_4_11","B09_5_11","B09_6_11","B09_7_11","B09_8_11","B09_9_11","B09_10_11","B09_11_11","B09_12_11","B09_96_11","B09_98_11","B09_96_other_11","B10_11","B11_1_11","B11_2_11","B11_3_11","B11_4_11","B11_5_11","B11_6_11","B11_7_11","B11_8_11","B11_9_11","B11_96_11","B11_98_11","B11_96_other_11","B12_1_11","B12_2_11","B12_3_11","B12_4_11","B12_5_11","B12_96_11","B12_98_11","B12_96_other_11","B03A_12","B04_12","B03B_12","B06_12","B03C_12","B08_12","B09_1_12","B09_2_12","B09_3_12","B09_4_12","B09_5_12","B09_6_12","B09_7_12","B09_8_12","B09_9_12","B09_10_12","B09_11_12","B09_12_12","B09_96_12","B09_98_12","B09_96_other_12","B10_12","B11_1_12","B11_2_12","B11_3_12","B11_4_12","B11_5_12","B11_6_12","B11_7_12","B11_8_12","B11_9_12","B11_96_12","B11_98_12","B11_96_other_12","B12_1_12","B12_2_12","B12_3_12","B12_4_12","B12_5_12","B12_96_12","B12_98_12","B12_96_other_12","B03A_13","B04_13","B03B_13","B06_13","B03C_13","B08_13","B09_1_13","B09_2_13","B09_3_13","B09_4_13","B09_5_13","B09_6_13","B09_7_13","B09_8_13","B09_9_13","B09_10_13","B09_11_13","B09_12_13","B09_96_13","B09_98_13","B09_96_other_13","B10_13","B11_1_13","B11_2_13","B11_3_13","B11_4_13","B11_5_13","B11_6_13","B11_7_13","B11_8_13","B11_9_13","B11_96_13","B11_98_13","B11_96_other_13","B12_1_13","B12_2_13","B12_3_13","B12_4_13","B12_5_13","B12_96_13","B12_98_13","B12_96_other_13","B13","B14_1","B14_2","B14_3","B14_4","B14_5","B14_6","B14_7","B14_8","B14_9","B14_10","B14_11","B14_12","B14_13","B14_96","B14_98","B14_96_other","B15_1","B15_2","B15_3","B15_4","B15_5","B15_6","B15_7","B15_96","B15_98","B15_96_other","C01","C02_1","C02_2","C02_3","C02_4","C02_98","C03_1","C03_2","C03_3","C03_96","C03_98","C04","C05","C06_1","C06_2","C06_3","C06_98","C07_1","C07_2","C07_3","C07_96","C07_99","C08","C09","C10","C11","C12_1","C12_2","C12_3","C12_98","C13","C14","C15","C16_1","C16_2","C16_3","C16_4","C16_96","C16_99","C16_96_other","C17","C18","C19","C20","C21","C22","C22_other","C23","C24","C24_other","C27","C28","C29_1","C29_2","C29_3","C29_4","C29_5","C29_6","C29_96","C29_98","C29_96_other","C30","D01","D01A","D02","D03","D04","E01_1","E01_2","E01_3","E01_4","E01_5","E01_6","E01_96","E02_1","E02_2","E02_3","E02_4","E02_5","E02_6","E02_7","E02_8","E02_9","E02_10","E02_11","E02_12","E02_13","E02_14","E02_96","E02_96_other","F01A","F01B_1","F01B_2","F01B_3","F01B_4","F01B_5","F01B_6","F01B_96","F01B_98","F01B_96_other","F01","F02","F03","F04","F05","F06","F07","F08","F09","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","G01","G02","G03_1","G03_2","G03_3","G03_4","G03_5","G03_6","G03_7","G03_8","G03_9","G03_10","G03_11","G03_12","G03_96","G03_98","G03_96_other","t_type","tw01","tw02","tw03","tw04","tw05","tw06","tw07","tw08","tw09","tw10","tw11","tw12","tw13","tw14","tw15","tw16","tw17","tw18","tw19","tw20","tw21","tw22","tw23","tw24","tw25","tw26","tw27","tw28","tw29","tw30","tw31","tw32","tw33","tw34","tw36","tw37","tw38","tw39","tw40","tw41","tw42","tw43","tw44","tw45","tw46","tw47","tw48","tw49","tw50","tw51","tw52","tw53","tw54","tw55","tw56","tw57","tw58","tw59","tw60","tw61","tw62","tw63","tw64","tw65","tw66","tw67","tw68","tw69","tw70","tw71","tw72","tw73","tw74","tw75","tw76","tw77","tw78","n_math_tdna","n_lf_tdna_math","n_math_level","n_eng_tdna","n_lf_tdna_eng","n_eng_level","n_sci_tdna","n_lf_tdna_sci","n_sci_level","n_progress_tdna","n_lf_tdna_progress","n_progress_level"
2,1,1,11,1,1,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54.1666679382324,2,5,21.7391300201416,4,1,3.03030300140381,4,8,32,3
2,1,1,12,2,1,,,,,,0,0,0,,0,9,0,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,1,13,3,1,,,,,,0,0,0,,0,4,0,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,1,14,4,1,1.38675463199615,1.38675463199615,1.46654987335205,111,0.333333343267441,1,1,0,1,1,,1,1,1,1,1,1979,2005,1997,2,1,1,2,1,2,2,2,2,2,2,2,2,,1,1,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,6,2,,2,,1,1,2,1,2,2,2,2,2,1,2,2,2,2,,2,,,,,,,,,,,,,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,1,2,,,,,,,1,2,2,1,2,2,2,,1,1,1,1,1,,,1,,,-8,,,,,,,,,,,2,2,,,-8,,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,-8,,,,,,,,,,3,4,2,2,4,3,3,1,4,3,4,4,1,3,1,2,4,3,3,2,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33.3333320617676,3,1,4.34782600402832,4,0,0,4,0,0,4
2,1,4,41,1,1,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45.8333320617676,3,6,26.0869560241699,3,6,18.1818180084229,4,0,0,4
2,1,4,42,2,1,1.38675463199615,1.38675463199615,1.46654987335205,111,0.333333343267441,1,1,1,1,1,,1,1,1,1,1,1959,2011,1986,2,2,1,2,2,2,2,2,2,2,2,2,2,,1,1,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,1,9,2,,2,,2,1,1,1,1,2,2,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,,1,1,1,1,1,,,1,,,2,,,,,,,,,,,1,2,,,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,,,,,,,,,,4,3,2,1,2,3,1,4,4,3,3,4,2,3,2,3,4,3,3,1,4,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,58.3333320617676,2,4,17.3913040161133,4,5.5,16.6666660308838,4,0,0,4
2,1,4,43,3,1,,,,,,0,0,0,,0,4,0,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,4,44,4,1,,,,,,0,0,0,,0,4,0,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
