"surveywave","state_id","school_id","n_pup_id","pupil_id","treatment","n_panel_pup_wt","strata","fpc_school","fpc_pupil","n_panel_pup","outcome_pt","n_att_reason_pt","consent","able_to_hear","able_to_speak","Sex","Grade","Age","language","language_other","able_to_see","able_to_write","E1_EXAMPLE","E1A","E1B","E1C","E1D","E2_EXAMPLE","E2A","E2B","E2C","E2D","E13_START","E13A","E17_START","E17A","E17B","E17C","M15A","M16_START","M16A","M16B","M17_START","M17A","S7_START","S7A","S8A","S10_START","S10A","S10B","S10C","S10D","S17_a","S17_b","S17_c","S17_d","S17_e","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B11_other","B12","B13_a","B13_b","B13_c","B13_d","B13_e","B13_w","B13_y","B14A","B14B","B14C","B14D","B14E","B15","B16","B17","B18","B19","B20","B21A","B21B","B23","B24","B25","B26","B27A","B27B","B30","B31","B31A","B31B","n_E_raw_p","n_E_max_p","n_E_pc_p","n_M_raw_p","n_M_max_p","n_M_pc_p","n_S_raw_p","n_S_max_p","n_S_pc_p","n_E_wpm","n_E_dog","n_M_add_3_digit","n_M_add_3_digit_carry","n_M_three_quarters","n_M_multiply","n_S_magnet"
2,3,732,7322,2,0,1.07982957363129,330,0.333333343267441,0.16,1,1,,1,1,1,1,4,10,6,,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,17,8,2,2,,2,2,1,2,1,,2,2,2,1,1,1,2,2,,,-8,-8,3,4,1,1,,2,,2,1,1,,1,-8,1,1,,,,,7.19999980926514,49,14.6938772201538,7,29,24.1379318237305,34,50,68,1,0,0,0,0,0,0
2,3,732,7323,3,0,1.07982957363129,330,0.333333343267441,0.16,1,1,,1,1,1,1,4,12,6,,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,,,,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,26,12,2,1,3,4,1,1,2,1,,1,1,2,1,1,1,2,2,6,,8,8,15,7,1,1,,1,2,1,2,1,,1,2,1,2,,,,,9,49,18.3673477172852,9,29,31.0344829559326,31,50,62,0,0,0,0,100,0,0
2,3,732,7324,4,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,732,7325,5,0,1.07982957363129,330,0.333333343267441,0.16,1,1,,1,1,1,1,4,-8,6,,1,1,1,1,3,3,1,1,2,2,2,2,1,2,2,,,,1,1,2,2,1,2,1,1,3,1,2,1,1,2,2,2,1,2,2,20,12,2,1,2,2,1,1,2,1,,1,1,2,1,1,1,2,2,3,,-8,-8,5,6,1,1,,1,1,1,1,1,,1,1,2,2,,,,,8.80000019073486,49,17.9591846466064,11,29,37.9310340881348,36,50,72,4,0,0,0,100,0,0
2,3,732,7326,6,0,1.07982957363129,330,0.333333343267441,0.16,1,1,,1,1,1,2,4,11,6,,1,1,1,1,3,3,2,1,2,2,1,1,1,2,2,,,,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,23,10,2,1,3,2,1,1,2,1,,2,2,2,1,1,1,2,2,,,3,2,-8,4,1,1,,1,2,1,1,1,,1,1,1,1,,,,,15.1999998092651,49,31.0204086303711,15,29,51.7241363525391,35,50,70,11,0,0,0,100,0,0
2,3,732,7327,7,0,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,732,7328,8,0,1.07982957363129,330,0.333333343267441,0.16,1,1,,1,1,1,2,3,10,6,,1,1,1,3,2,3,2,1,2,2,1,2,1,2,2,,,,1,1,2,2,1,2,1,1,2,1,1,1,1,3,2,2,1,2,2,7,2,2,1,3,2,1,1,2,1,,1,2,2,1,2,1,2,2,,,14,,10,6,1,1,,2,,1,1,1,,1,1,1,1,,,,,10.3999996185303,49,21.2244892120361,10,29,34.4827575683594,33,50,66,2,0,0,0,100,0,0
2,3,733,7331,1,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,733,7332,2,1,0.485923826694489,331,0.333333343267441,0.533333333333333,1,1,,1,1,1,1,3,12,6,,1,1,1,1,2,2,1,1,1,2,3,1,1,2,2,,,,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,2,1,2,2,17,7,2,1,2,4,1,1,2,1,,2,1,2,1,1,1,2,2,3,,16,5,10,5,1,1,,-8,,2,2,1,,1,-8,2,1,,,,,15,49,30.6122455596924,12,29,41.3793106079102,40,50,80,0,0,100,0,100,0,100
2,3,733,7333,3,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,733,7334,4,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,733,7335,5,1,0.485923826694489,331,0.333333343267441,0.533333333333333,1,1,,1,1,1,1,3,-8,6,,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,3,1,1,2,2,1,2,2,2,1,2,2,7,6,2,1,3,3,1,1,1,,,1,2,2,1,1,1,2,2,,,-8,-8,7,2,1,1,,1,2,1,2,1,,1,1,1,1,,,,,1,49,2.04081630706787,5,29,17.2413787841797,29,50,58,0,0,0,0,0,0,100
2,3,733,7336,6,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,733,7337,7,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,733,7338,8,1,0.485923826694489,331,0.333333343267441,0.533333333333333,1,1,,1,1,1,1,3,13,6,,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,,,,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,2,1,2,2,8,4,2,1,2,4,1,1,2,1,,2,2,2,2,2,2,1,2,,,,,,2,1,1,,2,,2,1,1,,1,2,2,1,,,,,13,49,26.5306129455566,15,29,51.7241363525391,42,50,84,0,0,100,0,100,0,100
2,3,734,7341,1,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,734,7342,2,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,734,7343,3,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,734,7344,4,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,734,7345,5,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,734,7346,6,1,1.2148095369339,331,0.333333343267441,0.32,1,1,,1,1,1,1,4,13,6,,1,1,1,1,3,3,1,1,1,1,1,1,1,3,2,,,,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,2,1,2,2,12,3,2,1,2,4,1,1,2,1,,2,2,2,1,2,1,2,2,,,12,,20,9,1,1,,2,,2,2,1,,2,,2,2,,,,,29.3999996185303,49,60,18,29,62.0689659118652,43,50,86,7,0,100,0,100,0,100
2,3,734,7347,7,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,734,7348,8,1,1.2148095369339,331,0.333333343267441,0.32,1,1,,1,1,1,1,4,13,6,,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,,,,2,1,2,2,1,3,1,1,1,1,1,1,1,1,2,2,1,2,2,8,4,2,1,2,3,1,1,1,,,2,1,2,1,1,1,2,2,5,,4,22,10,8,1,1,,1,2,1,1,1,,1,1,1,1,,,,,4,49,8.16326522827148,7,29,24.1379318237305,31,50,62,0,100,0,0,0,0,100
2,3,737,7371,1,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,737,7372,2,1,0.534516215324402,331,0.333333343267441,0.363636363636364,1,1,,1,1,1,1,4,10,6,,1,1,1,2,2,2,2,1,1,2,2,2,1,3,2,,,,1,1,3,3,1,3,1,1,1,1,1,1,1,1,2,2,2,2,1,6,2,2,2,,1,1,2,2,1,,2,2,2,1,1,1,2,2,,,5,4,6,2,1,1,,2,,2,2,1,,2,,2,2,,,,,6,49,12.2448978424072,8,29,27.5862064361572,32,50,64,0,0,0,0,100,0,100
2,3,737,7374,4,1,0.534516215324402,331,0.333333343267441,0.363636363636364,1,1,,1,1,1,1,4,11,6,,1,1,1,2,2,2,2,1,2,2,2,2,1,3,2,,,,1,1,3,3,1,3,1,1,1,1,1,1,1,1,2,2,1,2,2,10,7,2,2,,-8,1,1,2,1,,2,1,2,1,2,2,2,2,20,,12,,,2,1,1,,2,,2,2,1,,2,,2,2,,,,,8,49,16.326530456543,10,29,34.4827575683594,31,50,62,0,0,0,0,100,0,100
2,3,737,7375,5,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,737,7376,6,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,737,7377,7,1,0.534516215324402,331,0.333333343267441,0.363636363636364,1,1,,1,1,1,1,4,9,6,,1,1,1,3,3,3,2,1,2,2,2,2,1,3,2,,,,1,1,3,3,1,3,1,1,1,1,1,1,1,1,2,2,1,2,2,9,6,2,2,,-8,1,1,2,1,,2,1,2,2,2,2,2,2,13,,,,,2,1,1,,2,,2,2,1,,2,,2,2,,,,,4,49,8.16326522827148,12,29,41.3793106079102,30,50,60,0,0,0,0,100,0,100
2,3,737,7378,8,1,0.534516215324402,331,0.333333343267441,0.363636363636364,1,1,,1,1,1,2,4,10,6,,2,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,10,8,2,2,,-8,1,1,2,1,,2,2,2,2,2,2,1,2,,,,,,3,1,1,,2,,2,2,1,,2,,2,-8,,,,,0,49,0,0,29,0,4,50,8,,,,,,,
2,3,743,7431,1,1,0.55534291267395,331,0.333333343267441,0.2,1,1,,1,1,1,1,3,10,6,,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,,,,1,1,3,3,1,3,1,1,3,1,1,2,1,2,2,2,1,2,2,10,5,2,1,3,2,1,1,2,1,,2,1,2,1,2,1,2,2,2,,3,,12,3,1,1,,2,,2,2,1,,1,1,1,1,,,,,8,49,16.326530456543,5,29,17.2413787841797,27,50,54,0,0,0,0,100,0,0
2,3,743,7432,2,1,0.55534291267395,331,0.333333343267441,0.2,1,1,,1,1,1,1,4,11,6,,1,1,1,1,1,3,2,1,1,2,1,1,1,2,2,,,,1,1,3,3,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,6,2,2,1,3,2,1,1,2,1,,2,1,2,1,1,1,2,2,3,,5,3,22,3,1,1,,-8,,1,1,2,2,,,,,,,,,9,49,18.3673477172852,9,29,31.0344829559326,27,50,54,0,0,0,0,100,0,0
2,3,743,7433,3,1,0.55534291267395,331,0.333333343267441,0.2,1,1,,1,1,1,1,4,11,6,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,5,3,2,1,3,3,1,1,2,1,,2,1,2,1,1,1,2,2,5,,6,3,15,4,1,1,,2,,2,2,1,,1,1,1,1,,,,,19.3999996185303,49,39.5918350219727,12,29,41.3793106079102,28,50,56,12,0,0,0,100,0,100
2,3,743,7434,4,1,0.55534291267395,331,0.333333343267441,0.2,1,1,,1,1,1,1,3,11,6,,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,1,3,1,2,1,1,2,2,2,2,2,1,13,7,2,1,2,3,1,1,2,1,,2,2,2,1,1,1,2,2,,,3,2,6,6,1,1,,1,1,1,1,1,,1,1,1,1,,,,,9,49,18.3673477172852,5,29,17.2413787841797,29,50,58,0,0,0,0,0,0,0
2,3,743,7435,5,1,0.55534291267395,331,0.333333343267441,0.2,1,1,,1,1,1,1,4,12,6,,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,,,,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,7,5,2,1,2,3,1,1,2,1,,2,2,2,1,2,1,2,2,,,3,,6,4,1,1,,2,,2,2,1,,1,1,1,1,,,,,14,49,28.5714282989502,8,29,27.5862064361572,24,50,48,0,100,0,0,100,0,100
2,3,743,7436,6,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,743,7437,7,1,0.55534291267395,331,0.333333343267441,0.2,1,1,,1,1,1,2,4,12,6,,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,,,,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,14,5,2,1,2,3,1,1,2,1,,2,2,2,1,1,1,2,2,,,2,4,2,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,17,49,34.6938781738281,7,29,24.1379318237305,26,50,52,0,0,0,0,100,0,100
2,3,743,7438,8,1,0.55534291267395,331,0.333333343267441,0.2,1,1,,1,1,1,1,3,11,6,,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,15,6,2,1,3,3,1,1,2,1,,2,1,2,1,1,1,2,2,1,,3,4,20,6,1,1,,2,,2,2,1,,1,1,1,1,,,,,6,49,12.2448978424072,3,29,10.3448276519775,29,50,58,0,0,0,0,0,0,100
2,3,745,7451,1,1,0.356344163417816,341,0.363636374473572,0.285714285714286,1,1,,1,1,1,1,4,12,6,,1,1,1,1,3,3,2,1,2,2,2,2,1,2,2,,,,1,1,3,3,1,3,1,1,2,1,2,1,2,2,2,2,2,2,1,20,5,1,1,2,1,1,1,2,1,,1,1,2,1,1,1,2,2,6,,7,2,20,3,1,1,,1,1,1,1,3,,1,2,2,1,,,,,3,49,6.12244892120361,10,29,34.4827575683594,26,50,52,0,0,0,0,100,0,0
2,3,745,7452,2,1,0.356344163417816,341,0.363636374473572,0.285714285714286,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,3,2,2,1,2,2,2,1,1,2,2,,,,1,1,3,3,1,3,1,1,2,1,2,2,2,2,2,2,2,2,1,9,1,1,1,2,1,1,1,2,1,,1,2,2,1,2,1,2,2,,,4,,10,3,1,1,,1,1,2,1,1,,1,1,1,2,,,,,6,49,12.2448978424072,3,29,10.3448276519775,20,50,40,0,0,0,0,100,0,0
2,3,745,7453,3,1,0.356344163417816,341,0.363636374473572,0.285714285714286,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,3,3,2,1,1,2,1,2,1,2,2,,,,1,1,2,3,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,14,5,1,1,2,3,1,2,2,1,,1,2,2,1,1,2,2,2,,,4,3,,5,1,1,,1,-8,2,2,1,,1,1,1,2,,,,,7.59999990463257,49,15.5102043151855,10,29,34.4827575683594,23,50,46,3,0,0,0,100,0,0
2,3,745,7454,4,1,0.356344163417816,341,0.363636374473572,0.285714285714286,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,3,2,1,1,1,1,1,1,3,2,,,,1,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,2,15,5,1,1,2,3,1,1,2,2,,,2,2,1,2,1,2,2,,,7,,10,3,1,1,,1,1,2,2,1,,1,1,1,1,,,,,7,49,14.2857141494751,10,29,34.4827575683594,29,50,58,0,0,0,0,100,0,0
2,3,745,7455,5,1,0.356344163417816,341,0.363636374473572,0.285714285714286,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,,,,1,1,1,2,1,3,1,1,2,1,2,1,1,2,1,2,1,1,2,16,6,1,1,3,1,1,1,2,2,,,1,2,1,1,1,2,2,6,,7,2,4,1,1,1,,1,-8,2,2,1,,1,1,1,2,,,,,6.19999980926514,49,12.6530609130859,11,29,37.9310340881348,26,50,52,1,0,100,0,100,0,0
2,3,745,7456,6,1,,,,,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,745,7457,7,1,0.356344163417816,341,0.363636374473572,0.285714285714286,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,3,2,1,2,2,2,2,1,2,2,,,,1,1,2,2,1,3,1,1,2,1,1,2,1,2,2,2,2,2,1,10,8,1,1,2,3,2,1,2,1,,1,2,2,1,1,1,2,2,,,5,1,10,2,1,2,1,,,,,1,,1,1,1,1,,,,,4,49,8.16326522827148,7,29,24.1379318237305,24,50,48,0,0,0,0,100,0,0
2,3,745,7458,8,1,0.356344163417816,341,0.363636374473572,0.285714285714286,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,,,,2,1,3,3,1,3,1,3,2,1,1,2,2,3,2,2,1,2,2,52,30,1,1,2,3,1,1,2,1,,1,1,2,1,1,1,2,2,7,,-8,-8,9,-8,1,1,,1,2,2,2,1,,1,2,1,1,,,,,4.80000019073486,49,9.79591846466064,7,29,24.1379318237305,27,50,54,4,0,0,0,0,0,0
2,3,750,7501,1,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,750,7502,2,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,750,7503,3,1,0.178172081708908,341,0.363636374473572,1,1,1,,1,1,1,1,4,-8,6,,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,,,,1,1,2,2,1,2,1,1,3,1,1,1,1,2,2,2,1,2,2,22,7,1,1,3,3,1,1,2,1,,1,1,2,1,1,1,2,2,-8,,5,7,-8,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,12.6000003814697,49,25.7142868041992,9,29,31.0344829559326,27,50,54,13,0,0,0,100,0,0
2,3,750,7504,4,1,0.178172081708908,341,0.363636374473572,1,1,1,,1,1,1,1,4,14,6,,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,20,10,1,1,2,3,1,1,1,,,1,1,2,1,1,1,2,2,10,,13,7,15,8,1,1,,2,,2,2,1,,1,1,1,1,,,,,16,49,32.6530609130859,24,29,82.7586212158203,46,50,92,0,0,100,100,100,100,0
2,3,750,7505,5,1,0.178172081708908,341,0.363636374473572,1,1,1,,1,1,1,1,4,15,6,,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,10,3,1,1,1,1,1,1,1,,,1,1,2,1,1,1,2,2,5,,9,5,4,6,1,1,,2,,2,2,1,,2,,2,2,,,,,23.3999996185303,49,47.7551002502441,20,29,68.9655151367188,34,50,68,7,0,0,100,100,100,0
2,3,750,7506,6,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,752,7521,1,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,752,7522,2,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,752,7523,3,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,752,7524,4,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,752,7525,5,1,0.311801135540009,341,0.363636374473572,1,1,1,,1,1,1,1,4,11,6,,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,,,,1,1,3,3,1,3,1,1,1,1,2,1,2,2,2,2,1,2,2,9,7,2,2,,1,1,1,2,1,,2,2,2,1,1,2,2,2,,,1,1,,3,1,1,,2,,2,2,1,,2,,2,2,,,,,7,49,14.2857141494751,9,29,31.0344829559326,31,50,62,0,0,0,0,100,0,100
2,3,752,7526,6,1,0.311801135540009,341,0.363636374473572,1,1,1,,1,1,1,1,4,-8,6,,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,9,5,1,1,2,3,1,1,2,1,,2,2,2,1,2,2,2,2,,,4,,,4,1,1,,2,,2,2,1,,1,1,1,1,,,,,31,49,63.2653045654297,12,29,41.3793106079102,32,50,64,15,100,100,0,100,0,100
2,3,752,7527,7,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,756,7561,1,1,0.133632302284241,341,0.363636374473572,0.888888888888889,1,1,,1,1,1,1,2,-8,6,,1,1,1,2,2,3,2,1,2,2,2,1,1,1,2,,,,2,1,2,2,1,2,1,1,3,1,2,2,1,3,1,2,2,2,2,16,-8,2,1,2,1,1,1,2,1,,2,1,2,1,1,1,2,2,2,,10,4,8,6,1,2,1,,,,,1,,1,1,1,1,,,,,8,49,16.326530456543,5,29,17.2413787841797,20,50,40,0,100,0,0,0,0,0
2,3,756,7562,2,1,0.133632302284241,341,0.363636374473572,0.888888888888889,1,1,,1,1,1,1,2,-8,6,,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,3,3,1,2,1,1,2,2,2,2,1,2,17,-8,2,1,1,1,1,1,2,1,,2,1,2,1,1,1,2,2,-8,,6,4,1,-8,1,1,,2,,2,2,1,,2,,1,1,,,,,3,49,6.12244892120361,4,29,13.7931032180786,20,50,40,0,0,0,0,0,0,0
2,3,756,7563,3,1,0.133632302284241,341,0.363636374473572,0.888888888888889,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,2,2,1,2,2,2,2,1,3,2,,,,2,1,3,3,1,3,1,2,2,1,2,2,1,2,2,2,2,2,1,10,-8,2,1,2,1,1,1,2,1,,2,1,2,1,1,1,2,2,4,,-8,8,6,3,1,1,,2,,2,2,1,,1,-8,2,2,,,,,2,49,4.08163261413574,3,29,10.3448276519775,20,50,40,0,0,0,0,0,0,0
2,3,756,7564,4,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,756,7565,5,1,0.133632302284241,341,0.363636374473572,0.888888888888889,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,,,,2,1,3,3,1,3,1,2,2,1,2,2,2,2,2,2,2,2,1,4,-8,2,1,1,1,1,1,2,1,,2,2,2,1,2,1,2,2,,,2,,2,1,1,1,,2,,2,2,1,,2,,2,2,,,,,2,49,4.08163261413574,1,29,3.44827580451965,8,50,16,0,0,0,0,0,0,0
2,3,756,7566,6,1,0.133632302284241,341,0.363636374473572,0.888888888888889,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,,,,2,1,2,2,1,2,1,3,3,1,2,1,1,1,2,2,2,2,1,11,-8,2,1,2,1,1,1,2,1,,2,2,2,1,1,1,2,2,,,4,2,5,6,1,1,,1,1,2,1,1,,1,1,2,1,,,,,6,49,12.2448978424072,5,29,17.2413787841797,23,50,46,0,0,0,0,0,0,0
2,3,756,7567,7,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,756,7568,8,1,0.133632302284241,341,0.363636374473572,0.888888888888889,1,1,,1,1,1,1,3,-8,6,,1,1,1,2,2,2,2,1,3,3,3,3,1,3,2,,,,2,1,3,3,1,3,1,1,2,1,1,2,1,2,2,2,2,2,1,10,-8,2,1,2,1,1,1,2,1,,2,1,2,1,2,2,2,2,1,,15,,,2,1,1,,1,-8,2,2,1,,1,-8,2,2,,,,,2,49,4.08163261413574,5,29,17.2413787841797,15,50,30,0,0,0,0,0,0,0
