surveywave,id_state,id_school,id_teacher,treatment,strata,weight_tdna,fpc_school,n_tdna_math,n_tdna_eng,n_tdna_sci,n_tdna_progress
Round 1 Baseline,Katsina,441,1,Control,250,3,.3333333333333333,20,12,6.5,6
Round 1 Baseline,Katsina,441,2,Control,250,3,.3333333333333333,11,5,0,0
Round 1 Baseline,Katsina,441,3,Control,250,3,.3333333333333333,13,7,4,2
Round 1 Baseline,Katsina,441,4,Control,250,3,.3333333333333333,13,5,0,0
Round 1 Baseline,Katsina,443,1,Control,250,3,.3333333333333333,13,1,9.5,8
Round 1 Baseline,Katsina,443,2,Control,250,3,.3333333333333333,1,2,2.5,0
Round 1 Baseline,Katsina,443,3,Control,250,3,.3333333333333333,10,9,6.5,5
Round 1 Baseline,Katsina,443,4,Control,250,3,.3333333333333333,1,1,3.5,2
Round 1 Baseline,Katsina,448,1,Treatment,251,4,.25,18,10,3,13
Round 1 Baseline,Katsina,448,2,Treatment,251,4,.25,19,12,7,18
Round 1 Baseline,Katsina,448,3,Treatment,251,4,.25,16,4,1,0
Round 1 Baseline,Katsina,448,4,Treatment,251,4,.25,21,23,17.5,18
Round 1 Baseline,Katsina,450,1,Treatment,251,4,.25,12,1,2.5,2
Round 1 Baseline,Katsina,450,2,Treatment,251,4,.25,4,8,5,8
Round 1 Baseline,Katsina,450,3,Treatment,251,4,.25,7,0,0,0
Round 1 Baseline,Katsina,450,4,Treatment,251,4,.25,9,4,4.5,0
Round 1 Baseline,Katsina,455,1,Treatment,251,4,.25,12,11,2.5,1
Round 1 Baseline,Katsina,455,2,Treatment,251,4,.25,12,3,5.5,0
Round 1 Baseline,Katsina,455,3,Treatment,251,4,.25,10,2,0,0
Round 1 Baseline,Katsina,455,4,Treatment,251,4,.25,11,0,1,0
Round 1 Baseline,Katsina,461,1,Treatment,261,3,.3333333333333333,13,10,9,3
Round 1 Baseline,Katsina,461,2,Treatment,261,3,.3333333333333333,8,7,7,2
Round 1 Baseline,Katsina,461,3,Treatment,261,3,.3333333333333333,4,4,0,4
Round 1 Baseline,Katsina,461,4,Treatment,261,3,.3333333333333333,12,4,3,4
Round 1 Baseline,Katsina,462,1,Treatment,261,3,.3333333333333333,7,3,6.5,6
Round 1 Baseline,Katsina,462,2,Treatment,261,3,.3333333333333333,4,1,.5,0
Round 1 Baseline,Katsina,462,3,Treatment,261,3,.3333333333333333,13,7,3,4
Round 1 Baseline,Katsina,462,4,Treatment,261,3,.3333333333333333,20,10,4,16
Round 1 Baseline,Katsina,464,1,Treatment,261,12,.3333333333333333,10,4,5.5,2
Round 1 Baseline,Katsina,465,1,Treatment,261,3,.3333333333333333,9,8,2,12
Round 1 Baseline,Katsina,465,2,Treatment,261,3,.3333333333333333,13,8,2.5,6
Round 1 Baseline,Katsina,465,3,Treatment,261,3,.3333333333333333,15,7,7,4
Round 1 Baseline,Katsina,465,4,Treatment,261,3,.3333333333333333,20,7,6,10
Round 1 Baseline,Katsina,471,1,Control,260,3,.3333333333333333,6,5,3,5
Round 1 Baseline,Katsina,471,2,Control,260,3,.3333333333333333,13,0,10.5,3
Round 1 Baseline,Katsina,471,3,Control,260,3,.3333333333333333,6,5,7,1
Round 1 Baseline,Katsina,471,4,Control,260,3,.3333333333333333,5,0,7.5,12
Round 1 Baseline,Katsina,472,1,Control,260,3,.3333333333333333,7,14,17,10
Round 1 Baseline,Katsina,472,2,Control,260,3,.3333333333333333,13,7,10.5,0
Round 1 Baseline,Katsina,472,3,Control,260,3,.3333333333333333,7,0,0,0
Round 1 Baseline,Katsina,472,4,Control,260,3,.3333333333333333,14,9,11.5,4
Round 1 Baseline,Katsina,473,1,Control,260,3,.3333333333333333,5,13,4,7
Round 1 Baseline,Katsina,473,2,Control,260,3,.3333333333333333,3,4,1.5,0
Round 1 Baseline,Katsina,473,3,Control,260,3,.3333333333333333,10,3,10,0
Round 1 Baseline,Katsina,473,4,Control,260,3,.3333333333333333,5,0,0,2
Round 1 Baseline,Katsina,478,1,Control,260,3,.3333333333333333,14,7,3,5
Round 1 Baseline,Katsina,478,2,Control,260,3,.3333333333333333,12,7,4,6
Round 1 Baseline,Katsina,478,3,Control,260,3,.3333333333333333,10,1,4,0
Round 1 Baseline,Katsina,478,4,Control,260,3,.3333333333333333,7,5,4.5,6
Round 1 Baseline,Katsina,481,1,Treatment,271,3,.3333333333333333,22,7,15,12
Round 1 Baseline,Katsina,481,2,Treatment,271,3,.3333333333333333,22,7,17.5,9
Round 1 Baseline,Katsina,481,3,Treatment,271,3,.3333333333333333,17,6,16,5
Round 1 Baseline,Katsina,481,4,Treatment,271,3,.3333333333333333,18,6,17.5,6
Round 1 Baseline,Katsina,484,1,Treatment,271,3,.3333333333333333,20,5,7,4
Round 1 Baseline,Katsina,484,2,Treatment,271,3,.3333333333333333,20,5,9,4
Round 1 Baseline,Katsina,484,3,Treatment,271,3,.3333333333333333,13,5,10.5,5
Round 1 Baseline,Katsina,484,4,Treatment,271,3,.3333333333333333,14,5,9.5,5
Round 1 Baseline,Katsina,486,1,Treatment,271,3,.3333333333333333,8,0,3.5,0
Round 1 Baseline,Katsina,486,2,Treatment,271,3,.3333333333333333,12,1,5,0
Round 1 Baseline,Katsina,486,3,Treatment,271,3,.3333333333333333,7,0,5,0
Round 1 Baseline,Katsina,486,4,Treatment,271,3,.3333333333333333,10,3,5,0
Round 1 Baseline,Katsina,491,1,Treatment,271,3,.3333333333333333,18,8,7,0
Round 1 Baseline,Katsina,491,2,Treatment,271,3,.3333333333333333,20,8,8.5,0
Round 1 Baseline,Katsina,491,3,Treatment,271,3,.3333333333333333,8,0,10.5,6
Round 1 Baseline,Katsina,491,4,Treatment,271,3,.3333333333333333,15,12,11.5,0
Round 1 Baseline,Katsina,494,1,Control,270,3,.3333333333333333,20,6,13,4
Round 1 Baseline,Katsina,494,2,Control,270,3,.3333333333333333,20,6,9.5,2
Round 1 Baseline,Katsina,494,3,Control,270,3,.3333333333333333,20,5,11.5,4
Round 1 Baseline,Katsina,494,4,Control,270,3,.3333333333333333,21,6,9.5,4
Round 1 Baseline,Katsina,497,1,Control,270,3,.3333333333333333,19,7,15,7
Round 1 Baseline,Katsina,497,2,Control,270,3,.3333333333333333,15,7,17.5,4
Round 1 Baseline,Katsina,497,3,Control,270,3,.3333333333333333,11,6,10.5,10
Round 1 Baseline,Katsina,497,4,Control,270,3,.3333333333333333,18,3,15.5,5
Round 1 Baseline,Katsina,502,1,Control,270,3,.3333333333333333,15,9,12,9
Round 1 Baseline,Katsina,502,2,Control,270,3,.3333333333333333,16,12,2.5,4
Round 1 Baseline,Katsina,502,3,Control,270,3,.3333333333333333,12,4,8.5,4
Round 1 Baseline,Katsina,502,4,Control,270,3,.3333333333333333,13,5,1,0
Round 1 Baseline,Katsina,503,1,Control,270,3,.3333333333333333,10,6,4,0
Round 1 Baseline,Katsina,503,2,Control,270,3,.3333333333333333,13,5,7.5,2
Round 1 Baseline,Katsina,503,3,Control,270,3,.3333333333333333,16,7,7.5,5
Round 1 Baseline,Katsina,503,4,Control,270,3,.3333333333333333,16,8,7.5,4
Round 1 Baseline,Katsina,505,2,Treatment,281,4,.3333333333333333,7,7,1.5,9
Round 1 Baseline,Katsina,505,3,Treatment,281,4,.3333333333333333,14,6,6,1
Round 1 Baseline,Katsina,505,4,Treatment,281,4,.3333333333333333,14,5,3.5,1
Round 1 Baseline,Katsina,509,1,Treatment,281,3,.3333333333333333,9,11,14.5,5
Round 1 Baseline,Katsina,509,2,Treatment,281,3,.3333333333333333,10,11,5.5,3
Round 1 Baseline,Katsina,509,3,Treatment,281,3,.3333333333333333,6,6,6.5,1
Round 1 Baseline,Katsina,509,4,Treatment,281,3,.3333333333333333,8,9,8.5,3
Round 1 Baseline,Katsina,511,1,Treatment,281,3,.3333333333333333,5,6,8,1
Round 1 Baseline,Katsina,511,2,Treatment,281,3,.3333333333333333,8,1,0,0
Round 1 Baseline,Katsina,511,3,Treatment,281,3,.3333333333333333,16,10,8.5,7
Round 1 Baseline,Katsina,511,4,Treatment,281,3,.3333333333333333,5,5,2,1
Round 1 Baseline,Katsina,516,1,Treatment,281,3,.3333333333333333,7,6,6,0
Round 1 Baseline,Katsina,516,2,Treatment,281,3,.3333333333333333,11,7,7.5,5
Round 1 Baseline,Katsina,516,3,Treatment,281,3,.3333333333333333,7,4,3,0
Round 1 Baseline,Katsina,516,4,Treatment,281,3,.3333333333333333,10,1,6.5,0
Round 1 Baseline,Katsina,517,1,Control,280,3,.3333333333333333,18,6,5,1
Round 1 Baseline,Katsina,517,2,Control,280,3,.3333333333333333,7,2,2.5,1
Round 1 Baseline,Katsina,517,3,Control,280,3,.3333333333333333,11,6,2,1
Round 1 Baseline,Katsina,517,4,Control,280,3,.3333333333333333,13,1,2,1
Round 1 Baseline,Katsina,519,1,Control,280,3,.3333333333333333,16,11,9,7
Round 1 Baseline,Katsina,519,2,Control,280,3,.3333333333333333,11,6,7,5
Round 1 Baseline,Katsina,519,3,Control,280,3,.3333333333333333,3,4,3,0
Round 1 Baseline,Katsina,519,4,Control,280,3,.3333333333333333,11,5,4,7
Round 1 Baseline,Katsina,522,1,Control,280,3,.3333333333333333,5,0,0,0
Round 1 Baseline,Katsina,522,2,Control,280,3,.3333333333333333,16,6,3,8
Round 1 Baseline,Katsina,522,3,Control,280,3,.3333333333333333,8,4,1.5,0
Round 1 Baseline,Katsina,522,4,Control,280,3,.3333333333333333,11,6,4.5,2
Round 1 Baseline,Katsina,525,1,Control,280,3,.3333333333333333,6,11,6,6
Round 1 Baseline,Katsina,525,2,Control,280,3,.3333333333333333,7,4,1.5,1
Round 1 Baseline,Katsina,525,3,Control,280,3,.3333333333333333,14,10,10.5,5
Round 1 Baseline,Katsina,525,4,Control,280,3,.3333333333333333,5,8,3.5,0
Round 1 Baseline,Katsina,530,1,Control,290,1,1,10,8,4.5,3
Round 1 Baseline,Katsina,530,2,Control,290,1,1,18,5,8,4
Round 1 Baseline,Katsina,530,3,Control,290,1,1,12,6,6.5,9
Round 1 Baseline,Katsina,530,4,Control,290,1,1,8,6,8,6
Round 1 Baseline,Katsina,533,1,Control,290,1,1,7,10,14.5,7
Round 1 Baseline,Katsina,533,2,Control,290,1,1,11,11,21,8
Round 1 Baseline,Katsina,533,3,Control,290,1,1,6,2,1.5,6
Round 1 Baseline,Katsina,533,4,Control,290,1,1,3,9,6.5,4
Round 1 Baseline,Katsina,535,1,Control,290,1,1,13,9,10,6
Round 1 Baseline,Katsina,535,2,Control,290,1,1,7,6,3,4
Round 1 Baseline,Katsina,535,3,Control,290,1,1,7,9,2.5,12
Round 1 Baseline,Katsina,535,4,Control,290,1,1,10,17,11,11
Round 1 Baseline,Katsina,543,1,Treatment,291,3,.3333333333333333,8,10,7.5,0
Round 1 Baseline,Katsina,543,2,Treatment,291,3,.3333333333333333,19,12,9.5,17
Round 1 Baseline,Katsina,543,3,Treatment,291,3,.3333333333333333,4,8,7.5,0
Round 1 Baseline,Katsina,543,4,Treatment,291,3,.3333333333333333,9,4,2.5,0
Round 1 Baseline,Katsina,544,1,Treatment,291,3,.3333333333333333,17,7,11,12
Round 1 Baseline,Katsina,544,2,Treatment,291,3,.3333333333333333,14,7,0,5
Round 1 Baseline,Katsina,544,3,Treatment,291,3,.3333333333333333,8,14,11,11
Round 1 Baseline,Katsina,544,4,Treatment,291,3,.3333333333333333,19,5,6,4
Round 1 Baseline,Katsina,546,1,Treatment,291,3,.3333333333333333,9,12,10,15
Round 1 Baseline,Katsina,546,2,Treatment,291,3,.3333333333333333,11,9,9,11
Round 1 Baseline,Katsina,546,3,Treatment,291,3,.3333333333333333,4,4,11,0
Round 1 Baseline,Katsina,546,4,Treatment,291,3,.3333333333333333,6,4,11.5,0
Round 1 Baseline,Katsina,547,1,Treatment,291,3,.3333333333333333,9,7,11,7
Round 1 Baseline,Katsina,547,2,Treatment,291,3,.3333333333333333,12,14,15,14
Round 1 Baseline,Katsina,547,3,Treatment,291,3,.3333333333333333,18,12,10.5,12
Round 1 Baseline,Katsina,547,4,Treatment,291,3,.3333333333333333,11,3,10,4
Round 1 Baseline,Katsina,554,1,Treatment,2101,2.5,.4,13,10,12.5,10
Round 1 Baseline,Katsina,554,2,Treatment,2101,2.5,.4,20,10,10,9
Round 1 Baseline,Katsina,554,3,Treatment,2101,2.5,.4,9,11,10,6
Round 1 Baseline,Katsina,554,4,Treatment,2101,2.5,.4,21,11,16,11
Round 1 Baseline,Katsina,558,1,Treatment,2101,2.5,.4,22,10,14.5,11
Round 1 Baseline,Katsina,558,2,Treatment,2101,2.5,.4,21,11,11.5,5
Round 1 Baseline,Katsina,558,3,Treatment,2101,2.5,.4,23,15,23,19
Round 1 Baseline,Katsina,558,4,Treatment,2101,2.5,.4,23,7,17.5,14
Round 1 Baseline,Katsina,563,1,Treatment,2101,2.5,.4,15,7,7,14
Round 1 Baseline,Katsina,563,2,Treatment,2101,2.5,.4,16,9,16.5,6
Round 1 Baseline,Katsina,563,3,Treatment,2101,2.5,.4,15,9,12,14
Round 1 Baseline,Katsina,563,4,Treatment,2101,2.5,.4,13,9,17.5,3
Round 1 Baseline,Katsina,564,2,Treatment,2101,5,.4,11,2,16.5,2
Round 1 Baseline,Katsina,564,4,Treatment,2101,5,.4,8,2,14.5,1
Round 1 Baseline,Katsina,566,4,Control,2100,10,.4,6,3,16,6
Round 1 Baseline,Katsina,568,1,Control,2100,2.5,.4,10,10,6.5,4
Round 1 Baseline,Katsina,568,2,Control,2100,2.5,.4,8,8,5.5,9
Round 1 Baseline,Katsina,568,3,Control,2100,2.5,.4,2,0,.5,4
Round 1 Baseline,Katsina,568,4,Control,2100,2.5,.4,7,14,4.5,4
Round 1 Baseline,Katsina,569,1,Control,2100,2.5,.4,13,9,8.5,4
Round 1 Baseline,Katsina,569,2,Control,2100,2.5,.4,15,9,8,4
Round 1 Baseline,Katsina,569,3,Control,2100,2.5,.4,11,6,8.5,4
Round 1 Baseline,Katsina,569,4,Control,2100,2.5,.4,11,4,8,4
Round 1 Baseline,Katsina,574,1,Control,2100,10,.4,16,9,17.5,10
Round 1 Baseline,Katsina,578,1,Control,2110,3,.3333333333333333,17,8,8,6
Round 1 Baseline,Katsina,578,2,Control,2110,3,.3333333333333333,9,14,5.5,4
Round 1 Baseline,Katsina,578,3,Control,2110,3,.3333333333333333,13,11,0,1
Round 1 Baseline,Katsina,578,4,Control,2110,3,.3333333333333333,14,11,10.5,0
Round 1 Baseline,Katsina,581,1,Control,2110,3,.3333333333333333,21,9,7,15
Round 1 Baseline,Katsina,581,2,Control,2110,3,.3333333333333333,19,7,13.5,4
Round 1 Baseline,Katsina,581,3,Control,2110,3,.3333333333333333,19,7,5,4
Round 1 Baseline,Katsina,581,4,Control,2110,3,.3333333333333333,17,11,8,8
Round 1 Baseline,Katsina,584,2,Control,2110,4,.3333333333333333,16,2,11,8
Round 1 Baseline,Katsina,584,3,Control,2110,4,.3333333333333333,4,4,5,0
Round 1 Baseline,Katsina,584,4,Control,2110,4,.3333333333333333,10,7,5,0
Round 1 Baseline,Katsina,585,1,Control,2110,3,.3333333333333333,19,1,0,5
Round 1 Baseline,Katsina,585,2,Control,2110,3,.3333333333333333,24,9,11.5,9
Round 1 Baseline,Katsina,585,3,Control,2110,3,.3333333333333333,18,12,7,0
Round 1 Baseline,Katsina,585,4,Control,2110,3,.3333333333333333,13,13,5,2
Round 1 Baseline,Katsina,589,1,Treatment,2111,3,.3333333333333333,13,3,2.5,0
Round 1 Baseline,Katsina,589,2,Treatment,2111,3,.3333333333333333,11,5,2.5,2
Round 1 Baseline,Katsina,589,3,Treatment,2111,3,.3333333333333333,15,9,8,3
Round 1 Baseline,Katsina,589,4,Treatment,2111,3,.3333333333333333,10,7,1,12
Round 1 Baseline,Katsina,591,1,Treatment,2111,3,.3333333333333333,12,8,3.5,4
Round 1 Baseline,Katsina,591,2,Treatment,2111,3,.3333333333333333,16,9,10,7
Round 1 Baseline,Katsina,591,3,Treatment,2111,3,.3333333333333333,7,6,2.5,0
Round 1 Baseline,Katsina,591,4,Treatment,2111,3,.3333333333333333,11,3,6.5,2
Round 1 Baseline,Katsina,593,1,Treatment,2111,3,.3333333333333333,16,16,0,17
Round 1 Baseline,Katsina,593,2,Treatment,2111,3,.3333333333333333,18,7,5.5,7
Round 1 Baseline,Katsina,593,3,Treatment,2111,3,.3333333333333333,8,6,2,0
Round 1 Baseline,Katsina,593,4,Treatment,2111,3,.3333333333333333,5,7,6.5,4
Round 1 Baseline,Katsina,595,1,Treatment,2111,3,.3333333333333333,11,2,5,4
Round 1 Baseline,Katsina,595,2,Treatment,2111,3,.3333333333333333,9,8,9,6
Round 1 Baseline,Katsina,595,3,Treatment,2111,3,.3333333333333333,7,5,1,3
Round 1 Baseline,Katsina,595,4,Treatment,2111,3,.3333333333333333,15,10,10.5,16
Round 1 Baseline,Katsina,602,1,Control,2120,2.75,.3636363636363637,12,2,10,11
Round 1 Baseline,Katsina,602,2,Control,2120,2.75,.3636363636363637,21,7,18,8
Round 1 Baseline,Katsina,602,3,Control,2120,2.75,.3636363636363637,17,2,11,4
Round 1 Baseline,Katsina,602,4,Control,2120,2.75,.3636363636363637,9,6,10.5,0
Round 1 Baseline,Katsina,603,1,Control,2120,2.75,.3636363636363637,19,5,7,6
Round 1 Baseline,Katsina,603,2,Control,2120,2.75,.3636363636363637,20,10,15,15
Round 1 Baseline,Katsina,603,3,Control,2120,2.75,.3636363636363637,4,5,2,0
Round 1 Baseline,Katsina,603,4,Control,2120,2.75,.3636363636363637,20,5,9,8
Round 1 Baseline,Katsina,605,1,Control,2120,2.75,.3636363636363637,10,1,10.5,8
Round 1 Baseline,Katsina,605,2,Control,2120,2.75,.3636363636363637,12,5,11,2
Round 1 Baseline,Katsina,605,3,Control,2120,2.75,.3636363636363637,1,0,3,2
Round 1 Baseline,Katsina,605,4,Control,2120,2.75,.3636363636363637,14,9,12,1
Round 1 Baseline,Katsina,607,1,Control,2120,3.666666666666667,.3636363636363637,5,13,16.5,14
Round 1 Baseline,Katsina,607,2,Control,2120,3.666666666666667,.3636363636363637,21,10,25.5,10
Round 1 Baseline,Katsina,607,3,Control,2120,3.666666666666667,.3636363636363637,22,13,19,18
Round 1 Baseline,Katsina,617,1,Treatment,2121,3,.3333333333333333,17,6,8,4
Round 1 Baseline,Katsina,617,2,Treatment,2121,3,.3333333333333333,20,7,4.5,0
Round 1 Baseline,Katsina,617,3,Treatment,2121,3,.3333333333333333,20,9,10.5,9
Round 1 Baseline,Katsina,617,4,Treatment,2121,3,.3333333333333333,22,6,3.5,4
Round 1 Baseline,Katsina,621,1,Treatment,2121,4,.3333333333333333,6,6,5,0
Round 1 Baseline,Katsina,621,2,Treatment,2121,4,.3333333333333333,11,10,8.5,13
Round 1 Baseline,Katsina,621,4,Treatment,2121,4,.3333333333333333,14,7,13.5,4
Round 1 Baseline,Katsina,623,1,Treatment,2121,3,.3333333333333333,17,8,11.5,5
Round 1 Baseline,Katsina,623,2,Treatment,2121,3,.3333333333333333,13,6,13,4
Round 1 Baseline,Katsina,623,3,Treatment,2121,3,.3333333333333333,13,10,9,5
Round 1 Baseline,Katsina,623,4,Treatment,2121,3,.3333333333333333,16,3,12,15
Round 1 Baseline,Katsina,624,1,Treatment,2121,3,.3333333333333333,10,3,6.5,3
Round 1 Baseline,Katsina,624,2,Treatment,2121,3,.3333333333333333,14,8,6.5,2
Round 1 Baseline,Katsina,624,3,Treatment,2121,3,.3333333333333333,8,5,4.5,3
Round 1 Baseline,Katsina,624,4,Treatment,2121,3,.3333333333333333,14,10,4.5,2
Round 1 Baseline,Katsina,629,1,Control,2130,3,.3333333333333333,3,5,3.5,3
Round 1 Baseline,Katsina,629,2,Control,2130,3,.3333333333333333,16,7,9.5,6
Round 1 Baseline,Katsina,629,3,Control,2130,3,.3333333333333333,8,2,4.5,0
Round 1 Baseline,Katsina,629,4,Control,2130,3,.3333333333333333,13,7,13,3
Round 1 Baseline,Katsina,633,1,Control,2130,3,.3333333333333333,11,8,8.5,5
Round 1 Baseline,Katsina,633,2,Control,2130,3,.3333333333333333,16,8,16.5,11
Round 1 Baseline,Katsina,633,3,Control,2130,3,.3333333333333333,9,5,5.5,4
Round 1 Baseline,Katsina,633,4,Control,2130,3,.3333333333333333,8,5,5,4
Round 1 Baseline,Katsina,636,1,Control,2130,3,.3333333333333333,11,5,6.5,2
Round 1 Baseline,Katsina,636,2,Control,2130,3,.3333333333333333,15,10,14.5,7
Round 1 Baseline,Katsina,636,3,Control,2130,3,.3333333333333333,14,5,6.5,3
Round 1 Baseline,Katsina,636,4,Control,2130,3,.3333333333333333,8,4,7,4
Round 1 Baseline,Katsina,638,1,Treatment,2131,12,.3333333333333333,7,0,1.5,0
Round 1 Baseline,Katsina,639,1,Treatment,2131,4,.3333333333333333,7,5,4.5,0
Round 1 Baseline,Katsina,639,2,Treatment,2131,4,.3333333333333333,2,5,0,0
Round 1 Baseline,Katsina,639,3,Treatment,2131,4,.3333333333333333,8,5,6.5,6
Round 1 Baseline,Katsina,640,1,Treatment,2131,4,.3333333333333333,12,8,11.5,11
Round 1 Baseline,Katsina,640,2,Treatment,2131,4,.3333333333333333,11,1,1.5,1
Round 1 Baseline,Katsina,640,4,Treatment,2131,4,.3333333333333333,15,8,8.5,4
Round 1 Baseline,Katsina,646,1,Treatment,2131,4,.3333333333333333,5,0,0,0
Round 1 Baseline,Katsina,646,3,Treatment,2131,4,.3333333333333333,7,6,4,16
Round 1 Baseline,Katsina,646,4,Treatment,2131,4,.3333333333333333,15,1,1.5,0
Round 1 Baseline,Katsina,650,1,Treatment,2141,3,.3333333333333333,14,11,9,2
Round 1 Baseline,Katsina,650,2,Treatment,2141,3,.3333333333333333,11,7,7.5,5
Round 1 Baseline,Katsina,650,3,Treatment,2141,3,.3333333333333333,11,6,9,6
Round 1 Baseline,Katsina,650,4,Treatment,2141,3,.3333333333333333,10,5,6,1
Round 1 Baseline,Katsina,654,1,Treatment,2141,3,.3333333333333333,4,4,3.5,0
Round 1 Baseline,Katsina,654,2,Treatment,2141,3,.3333333333333333,5,5,1,0
Round 1 Baseline,Katsina,654,3,Treatment,2141,3,.3333333333333333,17,16,20.5,16
Round 1 Baseline,Katsina,654,4,Treatment,2141,3,.3333333333333333,5,6,10,9
Round 1 Baseline,Katsina,655,1,Treatment,2141,3,.3333333333333333,17,5,4.5,1
Round 1 Baseline,Katsina,655,2,Treatment,2141,3,.3333333333333333,16,10,5,5
Round 1 Baseline,Katsina,655,3,Treatment,2141,3,.3333333333333333,16,5,3,1
Round 1 Baseline,Katsina,655,4,Treatment,2141,3,.3333333333333333,12,7,4.5,5
Round 1 Baseline,Katsina,660,2,Treatment,2141,4,.3333333333333333,20,6,9,0
Round 1 Baseline,Katsina,660,3,Treatment,2141,4,.3333333333333333,17,3,8,0
Round 1 Baseline,Katsina,660,4,Treatment,2141,4,.3333333333333333,4,5,3,0
Round 1 Baseline,Katsina,661,1,Control,2140,3,.3333333333333333,16,8,11,3
Round 1 Baseline,Katsina,661,2,Control,2140,3,.3333333333333333,15,11,11.5,14
Round 1 Baseline,Katsina,661,3,Control,2140,3,.3333333333333333,7,4,6.5,1
Round 1 Baseline,Katsina,661,4,Control,2140,3,.3333333333333333,7,6,6,0
Round 1 Baseline,Katsina,663,1,Control,2140,3,.3333333333333333,14,5,7,4
Round 1 Baseline,Katsina,663,2,Control,2140,3,.3333333333333333,11,5,7,3
Round 1 Baseline,Katsina,663,3,Control,2140,3,.3333333333333333,14,6,7,11
Round 1 Baseline,Katsina,663,4,Control,2140,3,.3333333333333333,15,12,7,9
Round 1 Baseline,Katsina,666,1,Control,2140,3,.3333333333333333,16,6,6,3
Round 1 Baseline,Katsina,666,2,Control,2140,3,.3333333333333333,12,13,6,5
Round 1 Baseline,Katsina,666,3,Control,2140,3,.3333333333333333,5,1,5.5,2
Round 1 Baseline,Katsina,666,4,Control,2140,3,.3333333333333333,16,12,3,10
Round 1 Baseline,Katsina,668,1,Control,2140,3,.3333333333333333,15,7,13.5,4
Round 1 Baseline,Katsina,668,2,Control,2140,3,.3333333333333333,22,10,18,4
Round 1 Baseline,Katsina,668,3,Control,2140,3,.3333333333333333,14,7,13,4
Round 1 Baseline,Katsina,668,4,Control,2140,3,.3333333333333333,19,7,12.5,4
Round 1 Baseline,Zamfara,676,1,Treatment,311,2.75,.3636363636363637,12,7,7,0
Round 1 Baseline,Zamfara,676,2,Treatment,311,2.75,.3636363636363637,8,3,11.5,7
Round 1 Baseline,Zamfara,676,3,Treatment,311,2.75,.3636363636363637,14,5,10,4
Round 1 Baseline,Zamfara,676,4,Treatment,311,2.75,.3636363636363637,13,1,9.5,0
Round 1 Baseline,Zamfara,677,1,Treatment,311,2.75,.3636363636363637,11,6,10.5,4
Round 1 Baseline,Zamfara,677,2,Treatment,311,2.75,.3636363636363637,10,5,5,4
Round 1 Baseline,Zamfara,677,3,Treatment,311,2.75,.3636363636363637,12,5,7,0
Round 1 Baseline,Zamfara,677,4,Treatment,311,2.75,.3636363636363637,10,5,4.5,0
Round 1 Baseline,Zamfara,680,1,Treatment,311,2.75,.3636363636363637,8,5,6,1
Round 1 Baseline,Zamfara,680,2,Treatment,311,2.75,.3636363636363637,9,6,5.5,4
Round 1 Baseline,Zamfara,680,3,Treatment,311,2.75,.3636363636363637,8,4,7.5,0
Round 1 Baseline,Zamfara,680,4,Treatment,311,2.75,.3636363636363637,10,6,7.5,0
Round 1 Baseline,Zamfara,684,1,Treatment,311,2.75,.3636363636363637,14,4,10,3
Round 1 Baseline,Zamfara,684,2,Treatment,311,2.75,.3636363636363637,13,2,9.5,1
Round 1 Baseline,Zamfara,684,3,Treatment,311,2.75,.3636363636363637,17,8,6.5,9
Round 1 Baseline,Zamfara,684,4,Treatment,311,2.75,.3636363636363637,10,6,10.5,4
Round 1 Baseline,Zamfara,688,1,Control,310,4,.3333333333333333,8,4,2.5,0
Round 1 Baseline,Zamfara,688,2,Control,310,4,.3333333333333333,15,6,8,6
Round 1 Baseline,Zamfara,688,3,Control,310,4,.3333333333333333,9,4,8,0
Round 1 Baseline,Zamfara,692,1,Control,310,3,.3333333333333333,10,5,5.5,0
Round 1 Baseline,Zamfara,692,2,Control,310,3,.3333333333333333,9,6,10,4
Round 1 Baseline,Zamfara,692,3,Control,310,3,.3333333333333333,4,5,7,1
Round 1 Baseline,Zamfara,692,4,Control,310,3,.3333333333333333,7,2,.5,0
Round 1 Baseline,Zamfara,693,1,Control,310,3,.3333333333333333,9,5,2,1
Round 1 Baseline,Zamfara,693,2,Control,310,3,.3333333333333333,6,5,4,2
Round 1 Baseline,Zamfara,693,3,Control,310,3,.3333333333333333,11,0,14,0
Round 1 Baseline,Zamfara,693,4,Control,310,3,.3333333333333333,12,6,5.5,4
Round 1 Baseline,Zamfara,696,1,Control,310,3,.3333333333333333,9,4,4.5,0
Round 1 Baseline,Zamfara,696,2,Control,310,3,.3333333333333333,14,7,9,4
Round 1 Baseline,Zamfara,696,3,Control,310,3,.3333333333333333,11,5,11,0
Round 1 Baseline,Zamfara,696,4,Control,310,3,.3333333333333333,9,6,11,4
Round 1 Baseline,Zamfara,697,1,Control,320,3,.3333333333333333,11,4,6.5,3
Round 1 Baseline,Zamfara,697,2,Control,320,3,.3333333333333333,9,4,5,3
Round 1 Baseline,Zamfara,697,3,Control,320,3,.3333333333333333,15,4,16,6
Round 1 Baseline,Zamfara,697,4,Control,320,3,.3333333333333333,14,4,8.5,7
Round 1 Baseline,Zamfara,698,1,Control,320,3,.3333333333333333,17,1,4.5,4
Round 1 Baseline,Zamfara,698,2,Control,320,3,.3333333333333333,19,1,10.5,9
