surveywave,id_state,id_school,id_pupil,treatment,strata,weight_pupil,fpc_school,fpc_pupil,pt001,pt002,pt003,pt004,pt005,pt005_oth,pt006,pt007,pt233_a,pt233_b,pt233_c,pt233_d,pt233_e,pt233_f,pt233_g,pt233_h,pt233_i,pt233_j,pt233_k,pt233_l,pt233_m,pt233_n,pt233_o,pt233_p,pt233_q,n_rawscore_lit,n_rawscore_num,n_rawscore_sci,n_rasche500_lit,n_rasche500_num,n_rasche500_sci,n_statewise_pupil_ai,n_statewise_pupil_aiq
Round 1 Baseline,Jigawa,196,2,Control,190,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,6,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,.5,0,12.19999980926514,364.1387867795772,237.3657540479509,431.1580088048896,-.5359674692153931,3
Round 1 Baseline,Jigawa,196,3,Control,190,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,8,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,1,2.5,17.60000038146973,471.3273486189669,450.5708633173208,533.2603275206114,-1.232185482978821,2
Round 1 Baseline,Jigawa,196,4,Control,190,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,10,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,2,3.5,16.20000076293945,471.3273486189669,496.0930309466859,480.8425613487283,-1.232185482978821,2
Round 1 Baseline,Jigawa,196,5,Control,190,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,10,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,.75,1,12,445.0797933095923,324.6987508847998,431.1580088048896,-1.866461157798767,1
Round 1 Baseline,Jigawa,196,6,Control,190,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,9,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,3.25,3.75,27.60000038146973,531.1032728518679,475.4435604597432,629.5019477464176,.4084339737892151,4
Round 1 Baseline,Jigawa,196,7,Control,190,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,9,Hausa,,Can see book,Draws or writes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,.75,0,11.60000038146973,445.0797933095923,237.3657540479509,444.5428493166294,-2.31737756729126,1
Round 1 Baseline,Jigawa,196,8,Control,190,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,.75,1,11,445.0797933095923,324.6987508847998,457.3770753468402,-1.55788516998291,2
Round 1 Baseline,Jigawa,197,1,Control,190,39,.3333333333333333,.0769230769230769,Able to understand you,Responds verbally,Girl,10,Hausa,,Can see book,Draws or writes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1.75,3.25,2.400000095367432,493.5573197431712,450.5708633173208,342.0714935094791,2.278943777084351,5
Round 1 Baseline,Jigawa,197,2,Control,190,39,.3333333333333333,.0769230769230769,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,.5,2.5,16.60000038146973,411.4392691960705,418.89374428102,517.7353689654997,-1.866461157798767,1
Round 1 Baseline,Jigawa,197,3,Control,190,39,.3333333333333333,.0769230769230769,Able to understand you,Responds verbally,Girl,9,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1.5,4,4.400000095367432,445.0797933095923,514.2951669664906,403.10521446101,-1.866461157798767,1
Round 1 Baseline,Jigawa,197,4,Control,190,39,.3333333333333333,.0769230769230769,Able to understand you,Responds verbally,Girl,14,Fulfulde,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,1.75,4.25,19.79999923706055,493.5573197431712,514.2951669664906,517.7353689654997,-1.866461157798767,1
Round 1 Baseline,Jigawa,197,5,Control,190,39,.3333333333333333,.0769230769230769,Able to understand you,Responds verbally,Girl,9,Hausa,,Can see book,Draws or writes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,.5,4.5,22.60000038146973,411.4392691960705,514.2951669664906,576.6336204034043,.1406750231981278,4
Round 1 Baseline,Jigawa,197,6,Control,190,39,.3333333333333333,.0769230769230769,Able to understand you,Responds verbally,Girl,10,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,.75,1.5,3.400000095367432,364.1387867795772,377.8811106666627,342.0714935094791,-1.866461157798767,1
Round 1 Baseline,Jigawa,197,7,Control,190,39,.3333333333333333,.0769230769230769,Able to understand you,Responds verbally,Girl,8,Hausa,,Can see book,Draws or writes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,1.75,3.75,17.20000076293945,493.5573197431712,475.4435604597432,517.7353689654997,-.1080324277281761,3
Round 1 Baseline,Jigawa,197,8,Control,190,39,.3333333333333333,.0769230769230769,Able to understand you,Responds verbally,Girl,10,Hausa,,Can see book,Draws or writes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,2.25,4.25,20,531.1032728518679,514.2951669664906,540.9895762172248,1.119755744934082,4
Round 1 Baseline,Jigawa,200,1,Control,190,4.875,.3333333333333333,.6153846153846154,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,1,3.5,4.599999904632568,471.3273486189669,475.4435604597432,417.3211346044038,.4275235831737518,4
Round 1 Baseline,Jigawa,200,2,Control,190,4.875,.3333333333333333,.6153846153846154,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,.5,2,2.600000143051148,411.4392691960705,418.89374428102,342.0714935094791,-1.029720902442932,3
Round 1 Baseline,Jigawa,200,3,Control,190,4.875,.3333333333333333,.6153846153846154,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,.5,1.5,4.199999809265137,445.0797933095923,377.8811106666627,388.5393149746298,-1.974265813827515,1
Round 1 Baseline,Jigawa,200,4,Control,190,4.875,.3333333333333333,.6153846153846154,Able to understand you,Responds verbally,Boy,8,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1,3,10,445.0797933095923,450.5708633173208,403.10521446101,1.497902393341065,4
Round 1 Baseline,Jigawa,200,5,Control,190,4.875,.3333333333333333,.6153846153846154,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,.25,1.5,3.400000095367432,411.4392691960705,377.8811106666627,403.10521446101,-1.974265813827515,1
Round 1 Baseline,Jigawa,200,6,Control,190,4.875,.3333333333333333,.6153846153846154,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,0,3.5,3,281.8272837418975,475.4435604597432,307.2342681158791,1.020909070968628,4
Round 1 Baseline,Jigawa,200,7,Control,190,4.875,.3333333333333333,.6153846153846154,Able to understand you,Responds verbally,Boy,7,Hausa,,Can see book,Draws or writes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,.75,2.5,3,445.0797933095923,418.89374428102,373.5930763676761,-2.051513671875,1
Round 1 Baseline,Jigawa,200,8,Control,190,4.875,.3333333333333333,.6153846153846154,Able to understand you,Responds verbally,Boy,7,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,1.25,3.25,5,471.3273486189669,450.5708633173208,388.5393149746298,-1.338296890258789,2
Round 1 Baseline,Jigawa,207,1,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,.25,.5,5.800000190734863,281.8272837418975,324.6987508847998,373.5930763676761,-1.55788516998291,2
Round 1 Baseline,Jigawa,207,2,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,1.25,2,7.199999809265137,471.3273486189669,377.8811106666627,417.3211346044038,-1.866461157798767,1
Round 1 Baseline,Jigawa,207,3,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,5,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,1,3,13,445.0797933095923,450.5708633173208,469.5211223477989,-1.866461157798767,1
Round 1 Baseline,Jigawa,207,4,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,.25,1,2.800000190734863,281.8272837418975,324.6987508847998,288.1088511523211,-1.866461157798767,1
Round 1 Baseline,Jigawa,207,5,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,0,2,5.199999809265137,281.8272837418975,418.89374428102,342.0714935094791,-1.55788516998291,2
Round 1 Baseline,Jigawa,207,6,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,9,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,.5,3.75,14.39999961853027,364.1387867795772,475.4435604597432,469.5211223477989,-1.122072458267212,2
Round 1 Baseline,Jigawa,207,7,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,6,Hausa,,Can see book,Draws or writes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,.25,2.5,7.400000095367432,281.8272837418975,418.89374428102,373.5930763676761,1.382712960243225,4
Round 1 Baseline,Jigawa,207,8,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,7,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,0,1.5,7,281.8272837418975,377.8811106666627,358.1584431726051,-1.338296890258789,2
Round 1 Baseline,Jigawa,208,1,Treatment,191,12,.3333333333333333,.25,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,1.25,5.75,12.39999961853027,445.0797933095923,561.4872511842842,491.2485515440156,.2084212452173233,4
Round 1 Baseline,Jigawa,208,2,Treatment,191,12,.3333333333333333,.25,Able to understand you,Responds verbally,Girl,9,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.5,3,27.60000038146973,531.1032728518679,475.4435604597432,629.5019477464176,3.68980073928833,5
Round 1 Baseline,Jigawa,208,3,Treatment,191,12,.3333333333333333,.25,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,.5,4,12.19999980926514,411.4392691960705,496.0930309466859,480.8425613487283,-1.064131736755371,3
Round 1 Baseline,Jigawa,208,4,Treatment,191,12,.3333333333333333,.25,Able to understand you,Responds verbally,Girl,10,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,4.5,3,22.60000038146973,578.4254796978597,475.4435604597432,576.6336204034043,1.22586715221405,4
Round 1 Baseline,Jigawa,208,5,Treatment,191,12,.3333333333333333,.25,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,1.5,4,16.20000076293945,493.5573197431712,496.0930309466859,509.5307629246722,-1.106968641281128,2
Round 1 Baseline,Jigawa,208,6,Treatment,191,12,.3333333333333333,.25,Able to understand you,Responds verbally,Boy,9,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,3.75,6.25,26.60000038146973,513.2449523428364,561.4872511842842,629.5019477464176,.258559912443161,4
Round 1 Baseline,Jigawa,208,7,Treatment,191,12,.3333333333333333,.25,Able to understand you,Responds verbally,Boy,7,Hausa,,Can see book,Draws or writes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,0,4,17.39999961853027,281.8272837418975,496.0930309466859,525.5864700495409,.9945389628410339,4
Round 1 Baseline,Jigawa,208,8,Treatment,191,12,.3333333333333333,.25,Able to understand you,Responds verbally,Boy,9,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,.5,3.25,13.39999961853027,364.1387867795772,450.5708633173208,491.2485515440156,3.229673147201538,5
Round 1 Baseline,Jigawa,210,1,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,9,Hausa,,Can see book,Draws or writes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,.25,1.5,9.800000190734863,411.4392691960705,377.8811106666627,431.1580088048896,-1.270472288131714,2
Round 1 Baseline,Jigawa,210,2,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,8,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,0,1,4,281.8272837418975,377.8811106666627,388.5393149746298,-1.866461157798767,1
Round 1 Baseline,Jigawa,210,3,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,8,Hausa,,Can see book,Draws or writes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,.25,2,1.800000071525574,411.4392691960705,418.89374428102,307.2342681158791,-1.572988867759705,2
Round 1 Baseline,Jigawa,210,4,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,7,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,0,1.5,1.800000071525574,281.8272837418975,377.8811106666627,307.2342681158791,-1.866461157798767,1
Round 1 Baseline,Jigawa,210,5,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,7,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,0,1.5,2.800000190734863,281.8272837418975,377.8811106666627,358.1584431726051,-1.338296890258789,2
Round 1 Baseline,Jigawa,210,6,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,.75,1.5,6.599999904632568,471.3273486189669,377.8811106666627,431.1580088048896,-1.866461157798767,1
Round 1 Baseline,Jigawa,210,7,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,10,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,0,.5,2.600000143051148,281.8272837418975,324.6987508847998,342.0714935094791,-1.866461157798767,1
Round 1 Baseline,Jigawa,210,8,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,8,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,.25,1.5,4.199999809265137,411.4392691960705,377.8811106666627,388.5393149746298,-1.106968641281128,2
Round 1 Baseline,Jigawa,211,1,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,.25,2,6.599999904632568,281.8272837418975,418.89374428102,431.1580088048896,2.198178052902222,5
Round 1 Baseline,Jigawa,211,2,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,7,Hausa,,Can see book,Draws or writes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,.5,3,15.19999980926514,411.4392691960705,450.5708633173208,509.5307629246722,1.514114022254944,4
Round 1 Baseline,Jigawa,211,3,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,.25,1.5,12.39999961853027,281.8272837418975,377.8811106666627,491.2485515440156,-.3046393096446991,3
Round 1 Baseline,Jigawa,211,4,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,.5,3,11.19999980926514,411.4392691960705,450.5708633173208,469.5211223477989,.2235249727964401,4
Round 1 Baseline,Jigawa,211,5,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,.5,2,11.60000038146973,281.8272837418975,377.8811106666627,491.2485515440156,2.185042381286621,5
Round 1 Baseline,Jigawa,211,6,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,.75,2.5,16,445.0797933095923,418.89374428102,500.7653645289295,-1.106968641281128,2
Round 1 Baseline,Jigawa,211,7,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,.25,2,14.80000019073486,281.8272837418975,418.89374428102,480.8425613487283,-1.064131736755371,3
Round 1 Baseline,Jigawa,211,8,Treatment,191,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,8,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,.75,1.5,20,445.0797933095923,377.8811106666627,533.2603275206114,-.5788044333457947,3
Round 1 Baseline,Jigawa,219,1,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,14,Fulfulde,,Can see book,Draws or writes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,3,4,24.60000038146973,531.1032728518679,475.4435604597432,587.8570525548253,.1661326885223389,4
Round 1 Baseline,Jigawa,219,2,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,.25,1.25,5.199999809265137,411.4392691960705,324.6987508847998,403.10521446101,-1.866461157798767,1
Round 1 Baseline,Jigawa,219,3,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,0,2,2.800000190734863,281.8272837418975,377.8811106666627,358.1584431726051,1.754031419754028,5
Round 1 Baseline,Jigawa,219,4,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,7,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,.25,3,10.60000038146973,411.4392691960705,450.5708633173208,431.1580088048896,-1.866461157798767,1
Round 1 Baseline,Jigawa,219,5,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,7,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,0,2,24.60000038146973,281.8272837418975,377.8811106666627,587.8570525548253,-1.866461157798767,1
Round 1 Baseline,Jigawa,219,6,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,8,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,.75,3,16.39999961853027,411.4392691960705,475.4435604597432,517.7353689654997,.4663746654987335,4
Round 1 Baseline,Jigawa,219,7,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,.25,1,2.799999952316284,411.4392691960705,324.6987508847998,358.1584431726051,-1.866461157798767,1
Round 1 Baseline,Jigawa,219,8,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,0,2.5,3,281.8272837418975,418.89374428102,373.5930763676761,-.7423080801963806,3
Round 1 Baseline,Jigawa,224,1,Control,1100,13.125,.3333333333333333,.2285714285714286,Able to understand you,Responds verbally,Boy,8,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,.5,1.5,4.800000190734863,364.1387867795772,377.8811106666627,388.5393149746298,-1.866461157798767,1
Round 1 Baseline,Jigawa,224,2,Control,1100,13.125,.3333333333333333,.2285714285714286,Able to understand you,Responds verbally,Boy,7,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,.25,1.5,3.799999952316284,411.4392691960705,377.8811106666627,373.5930763676761,-1.338296890258789,2
Round 1 Baseline,Jigawa,224,3,Control,1100,13.125,.3333333333333333,.2285714285714286,Able to understand you,Responds verbally,Girl,7,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,0,0,1.400000095367432,281.8272837418975,237.3657540479509,267.3248759012962,-1.866461157798767,1
Round 1 Baseline,Jigawa,224,4,Control,1100,13.125,.3333333333333333,.2285714285714286,Able to understand you,Responds verbally,Girl,6,Hausa,,Can see book,Draws or writes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,.5,1,2.200000047683716,445.0797933095923,324.6987508847998,325.1535148727826,.8195137977600098,4
Round 1 Baseline,Jigawa,224,5,Control,1100,13.125,.3333333333333333,.2285714285714286,Able to understand you,Responds verbally,Boy,7,Hausa,,Can see book,Draws or writes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,.75,2.5,12.19999980926514,445.0797933095923,418.89374428102,480.8425613487283,-1.866461157798767,1
Round 1 Baseline,Jigawa,224,6,Control,1100,13.125,.3333333333333333,.2285714285714286,Able to understand you,Responds verbally,Boy,10,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,.25,2.5,4.599999904632568,411.4392691960705,418.89374428102,417.3211346044038,-1.866461157798767,1
Round 1 Baseline,Jigawa,224,7,Control,1100,13.125,.3333333333333333,.2285714285714286,Able to understand you,Responds verbally,Girl,8,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,0,1.5,2.800000190734863,281.8272837418975,377.8811106666627,373.5930763676761,.5205150246620178,4
Round 1 Baseline,Jigawa,224,8,Control,1100,13.125,.3333333333333333,.2285714285714286,Able to understand you,Responds verbally,Girl,8,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,.25,2.5,1.600000023841858,364.1387867795772,418.89374428102,288.1088511523211,.8578006029129028,4
Round 1 Baseline,Jigawa,227,1,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,9,Hausa,,Can see book,Draws or writes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,0,3.5,9.399999618530273,281.8272837418975,475.4435604597432,457.3770753468402,1.957120060920715,5
Round 1 Baseline,Jigawa,227,2,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,.25,2.5,14.60000038146973,364.1387867795772,418.89374428102,509.5307629246722,-1.338296890258789,2
Round 1 Baseline,Jigawa,227,3,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,.75,3,9.199999809265137,411.4392691960705,450.5708633173208,444.5428493166294,.2202730625867844,4
Round 1 Baseline,Jigawa,227,4,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Girl,Missing,Hausa,,Can see book,Draws or writes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,.25,2.75,10.19999980926514,411.4392691960705,418.89374428102,457.3770753468402,1.550766706466675,4
Round 1 Baseline,Jigawa,227,5,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,8,Hausa,,Can see book,Draws or writes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,.25,1.75,20.60000038146973,364.1387867795772,377.8811106666627,525.5864700495409,2.663221836090088,5
Round 1 Baseline,Jigawa,227,6,Control,1100,3.75,.3333333333333333,.8,Able to understand you,Responds verbally,Boy,Missing,Hausa,,Can see book,Draws or writes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,.75,3,26.20000076293945,445.0797933095923,450.5708633173208,587.8570525548253,-1.270472288131714,2
