"surveywave","state_id","school_id","n_teacher_id","teacher_srno","treatment","n_school_wt","strata","fpc_school","A05","A07","A09","A10","n_eligible_teacher","B01","B02","B03","B04","B06","B08","B10","B12","B14","B16"
2,2,379,37901,1,1,1.01434421539307,221,0.333333343267441,2,2,2,2,1,1960,1,2,2005,1,1,2,1,2,2
2,2,379,37902,2,1,1.01434421539307,221,0.333333343267441,2,2,2,2,1,1980,1,1,2006,1,1,2,1,2,2
2,2,379,37903,3,1,1.01434421539307,221,0.333333343267441,2,2,2,2,1,1978,1,1,2006,1,1,2,1,2,2
2,2,379,37904,4,1,1.01434421539307,221,0.333333343267441,2,2,2,2,1,1991,1,2,2015,1,1,2,1,2,2
2,2,379,37905,5,1,1.01434421539307,221,0.333333343267441,2,2,2,2,1,1978,1,2,2016,1,1,2,1,2,2
2,2,379,37906,6,1,1.01434421539307,221,0.333333343267441,2,2,2,2,1,1980,2,1,2009,1,1,2,1,2,2
2,2,379,37907,7,1,1.01434421539307,221,0.333333343267441,2,2,2,2,1,1978,2,1,2002,2,2,2,2,2,2
2,2,388,38801,1,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1970,1,1,2007,2,1,2,2,1,2
2,2,388,38802,2,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1986,1,1,2011,2,2,2,2,2,2
2,2,388,38803,3,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1970,2,1,2007,2,2,2,2,2,2
2,2,388,38804,4,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1973,1,2,2015,2,2,2,2,2,2
2,2,388,38805,5,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1989,2,2,2010,2,1,2,2,2,2
2,2,388,38806,6,0,1.01434421539307,230,0.333333343267441,2,2,1,,2,,,,,,,,,,
2,2,388,38807,7,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1987,2,1,2010,2,2,2,2,2,2
2,2,388,38808,8,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1989,2,1,2010,2,2,2,2,2,2
2,2,388,38809,9,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1989,1,1,2010,2,1,2,2,2,2
2,2,388,38810,10,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1986,1,2,2006,2,1,2,2,2,2
2,2,388,38811,11,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1975,1,2,2011,2,1,2,2,2,2
2,2,388,38812,12,0,1.01434421539307,230,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,388,38813,13,0,1.01434421539307,230,0.333333343267441,2,2,1,,2,,,,,,,,,,
2,2,388,38814,14,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1979,1,2,2012,2,1,2,2,2,2
2,2,388,38815,15,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1979,1,2,2012,2,1,2,2,2,2
2,2,388,38816,16,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1988,1,2,2012,2,1,2,2,2,2
2,2,388,38817,17,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1991,2,1,2013,2,2,2,2,2,2
2,2,388,38818,18,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1973,1,2,2015,2,1,2,2,2,2
2,2,388,38819,19,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,388,38820,20,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1969,1,2,2013,2,2,2,2,2,2
2,2,388,38821,21,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1976,1,2,2013,2,2,2,2,2,2
2,2,388,38822,22,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1968,1,2,2013,2,2,2,2,1,2
2,2,388,38823,23,0,1.01434421539307,230,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,388,38824,24,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1986,1,1,2013,2,1,2,2,2,2
2,2,388,38825,25,0,1.01434421539307,230,0.333333343267441,2,2,1,,2,,,,,,,,,,
2,2,388,38826,26,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1983,1,1,2013,2,1,2,2,2,2
2,2,388,38827,27,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1966,1,2,2012,2,2,2,2,2,2
2,2,388,38828,28,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1973,1,2,2013,2,1,2,2,2,2
2,2,388,38829,29,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1981,1,2,2012,2,2,2,2,2,2
2,2,388,38830,30,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1977,1,1,2014,2,2,2,2,2,2
2,2,388,38831,31,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,388,38832,32,0,1.01434421539307,230,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,388,38833,33,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1986,2,2,2015,2,1,2,2,2,2
2,2,388,38834,34,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1983,1,1,2015,2,2,2,2,2,2
2,2,388,38835,35,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1973,1,2,2015,2,2,2,2,2,2
2,2,388,38836,36,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,388,38837,37,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1972,2,1,2013,2,2,2,2,2,2
2,2,388,38838,38,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1983,1,1,2015,2,2,2,2,2,2
2,2,388,38839,39,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1975,1,2,2015,2,2,2,2,2,2
2,2,388,38840,40,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1988,2,1,2014,2,2,2,2,2,2
2,2,388,38841,41,0,1.01434421539307,230,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,388,38842,42,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1983,2,2,2016,2,2,2,2,2,2
2,2,388,38843,43,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1987,1,1,2017,2,2,2,2,2,2
2,2,388,38844,44,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1989,1,1,2014,2,2,2,2,2,2
2,2,388,38845,45,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1989,1,1,2014,2,2,2,2,2,2
2,2,389,38901,1,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1968,1,1,2013,1,2,2,2,2,2
2,2,389,38902,2,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1985,1,1,2011,2,2,2,2,2,2
2,2,389,38903,3,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1987,1,1,2011,2,2,2,2,2,2
2,2,389,38904,4,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1971,1,2,2009,2,2,2,2,2,2
2,2,389,38905,5,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1979,1,2,2014,2,2,2,2,2,2
2,2,389,38906,6,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1979,1,2,2013,2,2,2,2,2,2
2,2,389,38907,7,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1984,1,2,2011,2,2,2,2,2,2
2,2,389,38908,8,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1970,1,2,2013,2,2,2,2,1,2
2,2,389,38909,9,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1985,2,1,2013,2,2,2,2,2,2
2,2,389,38910,10,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1976,2,1,2013,2,2,2,2,2,2
2,2,389,38911,11,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1972,2,1,2013,2,2,2,2,1,2
2,2,389,38912,12,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1978,2,2,2012,2,2,2,2,2,2
2,2,389,38913,13,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1975,2,2,2013,2,2,2,2,2,2
2,2,389,38914,14,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1986,1,2,2017,2,2,2,2,2,2
2,2,389,38915,15,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1979,2,2,2005,2,2,2,2,2,2
2,2,389,38916,16,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1985,1,1,2011,2,2,2,2,2,2
2,2,389,38917,17,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1969,1,2,2013,2,2,2,2,2,2
2,2,389,38918,18,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1972,1,2,2014,2,2,2,2,2,2
2,2,389,38919,19,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1971,1,2,2014,2,2,2,2,2,2
2,2,389,38920,20,0,1.01434421539307,230,0.333333343267441,1,,,,2,,,,,,,,,,
2,2,389,38921,21,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1986,2,1,2015,2,2,2,2,2,2
2,2,389,38922,22,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1974,1,2,2015,2,2,2,2,2,2
2,2,389,38923,23,0,1.01434421539307,230,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,389,38924,24,0,1.01434421539307,230,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,389,38925,25,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1984,1,1,2017,2,2,2,2,2,2
2,2,389,38926,26,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1992,1,2,2017,2,2,2,2,2,2
2,2,389,38927,27,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1988,2,1,2017,2,2,2,2,2,2
2,2,389,38928,28,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1989,2,1,2017,2,2,2,2,2,2
2,2,389,38929,29,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1980,2,1,2017,2,2,2,2,2,2
2,2,389,38930,30,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1987,1,2,2012,2,2,2,2,2,2
2,2,389,38931,31,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1970,1,2,2012,2,2,2,2,2,2
2,2,389,38932,32,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1987,1,2,2012,2,2,2,2,2,2
2,2,389,38933,33,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1985,1,2,2017,2,2,2,2,2,2
2,2,391,39101,1,0,1.01434421539307,230,0.333333343267441,2,2,1,,2,,,,,,,,,,
2,2,391,39102,2,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1977,1,1,2010,2,2,2,2,2,2
2,2,391,39103,3,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1987,2,1,2011,2,2,2,2,1,2
2,2,391,39104,4,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,391,39105,5,0,1.01434421539307,230,0.333333343267441,2,2,1,,2,,,,,,,,,,
2,2,391,39106,6,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,391,39107,7,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1984,1,2,2006,2,2,2,2,1,2
2,2,391,39108,8,0,1.01434421539307,230,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,391,39109,9,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,391,39110,10,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1972,1,2,2016,2,2,2,2,2,2
2,2,391,39111,11,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1973,1,1,2017,2,2,2,2,2,2
2,2,391,39112,12,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1972,1,2,2006,2,2,2,2,2,2
2,2,391,39113,13,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1986,1,2,2016,2,2,2,2,2,2
2,2,391,39114,14,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1970,1,2,2017,2,2,2,2,2,2
2,2,391,39115,15,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1972,1,2,2006,2,2,2,2,2,2
2,2,391,39116,16,0,1.01434421539307,230,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,391,39117,17,0,1.01434421539307,230,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,391,39118,18,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1974,1,2,2013,2,2,2,2,2,2
2,2,391,39119,19,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1972,1,2,2012,2,2,2,2,2,2
2,2,391,39120,20,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1987,1,2,2011,2,2,2,2,2,2
2,2,391,39121,21,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,391,39122,22,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,391,39123,23,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1973,1,2,2013,2,2,2,2,2,2
2,2,391,39124,24,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1972,1,2,2005,2,2,2,2,2,2
2,2,391,39125,25,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1972,1,2,2017,2,2,2,2,2,2
2,2,391,39126,26,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,391,39127,27,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1988,1,1,2016,2,2,2,2,2,2
2,2,391,39128,28,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1991,1,1,2016,2,2,2,2,2,2
2,2,391,39129,29,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1980,2,1,2016,2,2,2,2,2,2
2,2,391,39130,30,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1990,1,2,2016,2,2,2,2,2,2
2,2,391,39131,31,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1982,1,2,2016,2,2,2,2,2,2
2,2,391,39132,32,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,395,39501,1,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1988,1,2,2012,2,2,2,2,1,2
2,2,395,39502,2,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,395,39503,3,0,1.01434421539307,230,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,395,39504,4,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1963,1,2,2013,2,2,2,2,2,2
2,2,395,39505,5,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1981,2,2,2014,2,2,2,2,2,2
2,2,395,39506,6,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1991,1,2,2015,2,2,2,2,1,2
2,2,395,39507,7,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1980,2,1,2015,2,2,2,2,2,2
2,2,395,39508,8,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1975,2,1,2016,2,2,2,2,2,2
2,2,395,39509,9,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1984,1,1,2013,2,2,2,2,2,2
2,2,395,39510,10,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1972,1,2,2017,2,2,2,2,2,2
2,2,395,39511,11,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1975,2,2,2017,2,2,2,2,2,2
2,2,395,39512,12,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,-8,1,1,2017,2,2,2,2,2,2
2,2,395,39513,13,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1985,2,1,2017,2,2,2,2,2,2
2,2,395,39514,14,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1992,1,2,2017,2,2,2,2,2,2
2,2,395,39515,15,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1983,2,1,2016,2,2,2,2,2,2
2,2,395,39516,16,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1989,1,1,2016,2,2,2,2,2,2
2,2,395,39517,17,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1990,2,1,2017,2,2,2,2,2,2
2,2,395,39518,18,0,1.01434421539307,230,0.333333343267441,2,2,2,2,1,1988,2,1,2017,2,2,2,2,2,2
2,2,398,39801,1,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1970,1,1,2003,1,1,2,2,2,2
2,2,398,39802,2,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,398,39803,3,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1987,1,1,2011,1,1,2,2,2,2
2,2,398,39804,4,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1988,1,1,2010,1,1,2,2,2,2
2,2,398,39805,5,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1983,1,1,2011,1,1,2,2,2,2
2,2,398,39806,6,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1980,1,1,2011,1,1,2,2,2,2
2,2,398,39807,7,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,398,39808,8,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1969,1,2,2006,1,1,2,2,2,2
2,2,398,39809,9,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1983,1,2,2007,1,1,2,2,2,2
2,2,398,39810,10,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,398,39811,11,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1968,1,2,2014,1,1,2,2,2,2
2,2,398,39812,12,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1978,1,2,2011,1,1,2,2,1,2
2,2,398,39813,13,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1984,2,2,2010,1,1,2,2,2,2
2,2,398,39814,14,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1966,1,2,2010,1,1,2,2,2,2
2,2,398,39815,15,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1975,1,2,2010,1,1,2,2,2,2
2,2,398,39816,16,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1992,1,2,2015,1,1,2,2,2,2
2,2,398,39817,17,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,398,39818,18,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1970,1,2,2010,1,1,2,2,2,2
2,2,398,39819,19,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1979,1,2,2010,1,1,2,2,1,2
2,2,398,39820,20,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1972,1,2,2010,1,1,2,2,2,2
2,2,398,39821,21,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,398,39822,22,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1983,1,2,2010,1,1,2,2,2,2
2,2,398,39823,23,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1981,2,2,2011,1,1,2,2,2,2
2,2,398,39824,24,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1970,1,2,2012,1,1,2,2,2,2
2,2,398,39825,25,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,398,39826,26,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,398,39827,27,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1970,1,2,2007,1,1,2,2,2,2
2,2,398,39828,28,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,398,39829,29,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1976,2,1,2006,2,2,2,2,2,2
2,2,398,39830,30,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,398,39831,31,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1981,1,2,2015,1,1,2,2,2,2
2,2,398,39832,32,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1988,1,2,2014,1,1,2,2,2,2
2,2,398,39833,33,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1970,1,1,2006,2,2,2,2,2,2
2,2,398,39834,34,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1981,1,2,2017,1,1,2,2,2,2
2,2,398,39835,35,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1966,1,2,2017,1,1,2,2,2,2
2,2,398,39836,36,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1974,1,2,2017,1,1,2,2,2,2
2,2,398,39837,37,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,398,39838,38,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,398,39839,39,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1968,1,2,2017,1,1,2,2,2,2
2,2,398,39840,40,1,1.01434421539307,231,0.333333343267441,1,,,,2,,,,,,,,,,
2,2,398,39841,41,1,1.01434421539307,231,0.333333343267441,1,,,,2,,,,,,,,,,
2,2,398,39842,42,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,-8,1,1,2006,2,2,2,2,2,2
2,2,398,39843,43,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1989,1,1,2016,2,2,2,2,2,2
2,2,398,39844,44,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1988,2,2,2016,2,2,2,2,2,2
2,2,398,39845,45,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1988,2,2,2016,2,2,2,2,2,2
2,2,398,39846,46,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1988,2,2,2012,2,2,2,2,2,2
2,2,398,39847,47,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1986,2,2,2012,2,2,2,2,2,2
2,2,398,39848,48,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1986,2,1,2012,2,2,2,2,2,2
2,2,401,40101,1,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1976,1,1,2012,2,2,2,2,2,2
2,2,401,40102,2,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,401,40103,3,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1976,1,1,2015,1,1,2,2,2,2
2,2,401,40104,4,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1972,1,2,2017,2,1,2,2,2,2
2,2,401,40105,5,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,401,40106,6,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1993,1,2,2012,1,1,2,2,2,2
2,2,401,40107,7,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1987,2,2,2013,1,1,2,2,2,2
2,2,401,40108,8,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,401,40109,9,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1972,1,2,2017,2,1,2,2,2,2
2,2,401,40110,10,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1987,1,1,2016,2,2,2,2,2,2
2,2,401,40111,11,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1988,2,1,2013,1,1,2,2,2,2
2,2,401,40112,12,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1990,1,1,2017,2,2,2,2,2,2
2,2,401,40113,13,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1987,1,2,2017,2,2,2,2,2,2
2,2,407,40701,1,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1989,1,1,2015,2,1,2,2,1,2
2,2,407,40702,2,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1986,1,1,2016,2,1,2,2,2,2
2,2,407,40703,3,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1983,1,1,2013,2,2,2,2,2,2
2,2,407,40704,4,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,407,40705,5,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1976,1,1,2007,1,2,2,2,2,2
2,2,408,40801,1,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1969,1,1,2013,1,1,2,2,2,2
2,2,408,40802,2,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1982,2,1,2014,1,1,2,2,2,2
2,2,408,40803,3,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,408,40804,4,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,408,40805,5,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1985,2,1,2014,1,1,2,2,2,2
2,2,408,40806,6,1,1.01434421539307,231,0.333333343267441,2,2,1,,2,,,,,,,,,,
2,2,408,40807,7,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1982,1,1,2016,1,2,2,2,1,2
2,2,408,40808,8,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1960,1,2,2013,1,1,2,2,2,2
2,2,408,40809,9,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,408,40810,10,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,408,40811,11,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,408,40812,12,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1968,1,2,2013,1,1,2,2,2,2
2,2,408,40813,13,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
2,2,408,40814,14,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,408,40815,15,1,1.01434421539307,231,0.333333343267441,2,2,2,1,2,,,,,,,,,,
2,2,408,40816,16,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1975,2,1,2013,1,2,2,2,2,2
2,2,408,40817,17,1,1.01434421539307,231,0.333333343267441,2,2,1,,2,,,,,,,,,,
2,2,408,40818,18,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1977,1,2,2014,1,1,2,2,2,2
2,2,408,40819,19,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1979,1,2,2012,1,1,2,2,2,2
2,2,408,40820,20,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1982,1,2,2016,1,2,2,2,2,2
2,2,408,40821,21,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1977,1,2,2015,1,1,2,2,1,2
2,2,408,40822,22,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1990,1,2,2015,1,1,2,2,2,2
2,2,408,40823,23,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1970,1,2,2013,1,1,2,2,2,2
2,2,408,40824,24,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1970,2,2,2016,1,2,2,2,2,2
2,2,408,40825,25,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1972,1,1,2017,2,2,2,2,2,2
2,2,408,40826,26,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1985,1,1,2017,2,2,2,2,2,2
2,2,408,40827,27,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1980,2,1,2017,1,2,2,2,2,2
2,2,408,40828,28,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1988,1,2,2017,2,2,2,2,2,2
2,2,408,40829,29,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1988,1,2,2017,2,2,2,2,2,2
2,2,408,40830,30,1,1.01434421539307,231,0.333333343267441,2,2,2,2,1,1982,1,1,2017,2,2,2,2,2,2
2,2,408,40831,31,1,1.01434421539307,231,0.333333343267441,2,1,,,2,,,,,,,,,,
